label,threshold,rows,ok_rows,ticker_count,top_ticker,top_ticker_count,top_ticker_share,top_agency,top_agency_count,top_agency_share,top_program,top_program_count,top_program_share,median_materiality_pct_market_cap,max_materiality_pct_market_cap,h1_n,h1_mean_simple,h1_median_simple,h1_positive_rate,h1_sign_accuracy,h3_n,h3_mean_simple,h3_median_simple,h3_positive_rate,h3_sign_accuracy,h10_n,h10_mean_simple,h10_median_simple,h10_positive_rate,h10_sign_accuracy,removed_ticker,removed_rows
leave_one_ticker_out,0.01,12,12,6,AVAV,3,0.25,Department of Defense,10,0.8333333333333334,SUBSONIC AERIAL TARGET (SSAT) BQM-177A FULL RATE PRODUCTION,1,0.08333333333333333,0.0230305680605558,0.21698016472467,12,0.034609859698577515,-0.007632444173241449,0.4166666666666667,0.4166666666666667,12,0.05258290691679529,-0.0067710411944199005,0.5,0.5,12,0.061305548910353246,0.0200295105286144,0.5833333333333334,0.5833333333333334,SAIC,4
leave_one_ticker_out,0.02,9,9,6,SAIC,3,0.3333333333333333,Department of Defense,7,0.7777777777777778,SUBSONIC AERIAL TARGET (SSAT) BQM-177A FULL RATE PRODUCTION,1,0.1111111111111111,0.0998881171469265,0.21698016472467,9,0.05914758674960151,0.0175708582546632,0.5555555555555556,0.5555555555555556,8,0.11064401583569901,0.0279558141514726,0.75,0.75,8,0.14559786983730355,0.1282111407456063,0.875,0.875,AVAV,2
leave_one_ticker_out,0.02,10,10,6,SAIC,3,0.3,Department of Defense,8,0.8,SUBSONIC AERIAL TARGET (SSAT) BQM-177A FULL RATE PRODUCTION,1,0.1,0.07874070993477054,0.21698016472467,10,0.05863472970947137,0.0210768426808645,0.6,0.6,9,0.09725818027513615,0.0185756367700293,0.7777777777777778,0.7777777777777778,9,0.10169450313328021,0.1252834066514887,0.6666666666666666,0.6666666666666666,CACI,1
leave_one_ticker_out,0.02,10,10,6,SAIC,3,0.3,Department of Defense,8,0.8,T-45 HUD PRODUCTION UNITS,1,0.1,0.051712153100063246,0.21698016472467,10,0.03995646984794779,0.0080225826869306,0.5,0.5,9,0.08043282046164885,0.0184122048150581,0.6666666666666666,0.6666666666666666,9,0.08381211073064812,0.0914183044624303,0.6666666666666666,0.6666666666666666,KTOS,1
leave_one_ticker_out,0.02,9,9,6,SAIC,3,0.3333333333333333,Department of Defense,9,1.0,SUBSONIC AERIAL TARGET (SSAT) BQM-177A FULL RATE PRODUCTION,1,0.1111111111111111,0.0575933027226146,0.1655782271881825,9,0.01582425011341372,-0.001525692880802,0.4444444444444444,0.4444444444444444,8,0.007691890611195826,0.01363041279100735,0.625,0.625,8,0.03391568473453821,0.05453420476995055,0.625,0.625,LUNR,2
leave_one_ticker_out,0.02,10,10,6,SAIC,3,0.3,Department of Defense,8,0.8,SUBSONIC AERIAL TARGET (SSAT) BQM-177A FULL RATE PRODUCTION,1,0.1,0.07874070993477054,0.21698016472467,10,0.055230307798988056,0.0210768426808645,0.6,0.6,9,0.09342622346591015,0.0185756367700293,0.6666666666666666,0.6666666666666666,9,0.10819723974572498,0.1252834066514887,0.7777777777777778,0.7777777777777778,MRCY,1
leave_one_ticker_out,0.02,10,10,6,SAIC,3,0.3,Department of Defense,8,0.8,SUBSONIC AERIAL TARGET (SSAT) BQM-177A FULL RATE PRODUCTION,1,0.1,0.0728595603122192,0.21698016472467,10,0.05813475882773357,0.0210768426808645,0.6,0.6,9,0.10195472430047439,0.0185756367700293,0.7777777777777778,0.7777777777777778,9,0.08973524740283378,0.0914183044624303,0.6666666666666666,0.6666666666666666,RDW,1
leave_one_ticker_out,0.02,8,8,6,LUNR,2,0.25,Department of Defense,6,0.75,SUBSONIC AERIAL TARGET (SSAT) BQM-177A FULL RATE PRODUCTION,1,0.125,0.044102398907933396,0.21698016472467,8,0.06379438963074077,0.0080225826869306,0.5,0.5,8,0.09922162545715033,0.01371212876849295,0.625,0.625,8,0.08879293174685482,0.07146675586447976,0.625,0.625,SAIC,3
leave_one_ticker_out,0.05,5,5,3,SAIC,3,0.6,Department of Defense,4,0.8,COMMERCIAL LUNAR PAYLOAD SERVICES (CLPS),1,0.2,0.1058896358602069,0.21698016472467,5,0.005484584629911659,0.0175708582546632,0.6,0.6,4,0.028409065032329574,0.0279558141514726,0.75,0.75,4,0.15782091534648116,0.1282111407456063,1.0,1.0,KTOS,1
leave_one_ticker_out,0.05,5,5,3,SAIC,3,0.6,Department of Defense,5,1.0,SUBSONIC AERIAL TARGET (SSAT) BQM-177A FULL RATE PRODUCTION,1,0.2,0.1058896358602069,0.1655782271881825,5,0.03221295030489914,0.0245828271070658,0.6,0.6,4,0.0284482473410329,0.0279558141514726,0.75,0.75,4,0.13160805566370065,0.1282111407456063,1.0,1.0,LUNR,1
leave_one_ticker_out,0.05,5,5,3,SAIC,3,0.6,Department of Defense,4,0.8,SUBSONIC AERIAL TARGET (SSAT) BQM-177A FULL RATE PRODUCTION,1,0.2,0.1609695638213176,0.21698016472467,5,0.04184116258948323,0.0245828271070658,0.8,0.8,4,0.07683334866968708,0.081565971029191,1.0,1.0,4,0.1711479728588989,0.1548652557704418,1.0,1.0,RDW,1
leave_one_ticker_out,0.05,3,3,3,KTOS,1,0.3333333333333333,Department of Defense,2,0.6666666666666666,SUBSONIC AERIAL TARGET (SSAT) BQM-177A FULL RATE PRODUCTION,1,0.3333333333333333,0.1655782271881825,0.21698016472467,3,0.04607111390533553,0.0175708582546632,0.6666666666666666,0.6666666666666666,3,0.06117129321056044,0.1256325185704949,0.6666666666666666,0.6666666666666666,3,0.19577270626164342,0.1785916367011597,1.0,1.0,SAIC,3
