event_id,ticker,event_time,event_type,summary,event_subtype,event_family,source_type,source_url,release_session,expectedness,surprise_direction,surprise_magnitude,materiality,sector_benchmark,notes,event_direction_pre_price,materiality_pre_price,label_quality,evidence_status,review_status,drop_reason,review_notes,source_doc_ids,usable_fact_count,source_evidence_text,biotech_catalyst_event_type,drug_asset,indication,trial_phase,nct_id,trial_name,primary_endpoint,endpoint_met,p_value,hazard_ratio,response_rate,overall_survival,progression_free_survival,safety_issue,adverse_event_language,fda_action,approval_status,complete_response_letter_flag,advisory_committee_vote_for,advisory_committee_vote_against,pdufa_date,accelerated_approval_flag,label_expansion_flag,affected_pipeline_asset_count,company_pipeline_concentration_notes,binary_catalyst_flag,clinical_trial_readout_flag,regulatory_decision_flag,designation_only_flag,safety_negative_flag,approval_or_label_expansion_flag,trial_failure_flag,trial_success_flag,pipeline_concentration_required_flag,parser_quality_flags,adverse_event_language_confidence,adverse_event_language_evidence,safety_issue_confidence,safety_issue_evidence,indication_confidence,indication_evidence,drug_asset_confidence,drug_asset_evidence,parser_quality_flags_confidence,parser_quality_flags_evidence,approval_status_confidence,approval_status_evidence,event_type_confidence,event_type_evidence,source_evidence_text_confidence,source_evidence_text_evidence,fda_action_confidence,fda_action_evidence,complete_response_letter_flag_confidence,complete_response_letter_flag_evidence,advisory_committee_vote_for_confidence,advisory_committee_vote_for_evidence,advisory_committee_vote_against_confidence,advisory_committee_vote_against_evidence,trial_phase_confidence,trial_phase_evidence,pdufa_date_confidence,pdufa_date_evidence,endpoint_met_confidence,endpoint_met_evidence,p_value_confidence,p_value_evidence,nct_id_confidence,nct_id_evidence,primary_endpoint_confidence,primary_endpoint_evidence,progression_free_survival_confidence,progression_free_survival_evidence,trial_name_confidence,trial_name_evidence,response_rate_confidence,response_rate_evidence,hazard_ratio_confidence,hazard_ratio_evidence,accelerated_approval_flag_confidence,accelerated_approval_flag_evidence,overall_survival_confidence,overall_survival_evidence,company_pipeline_concentration_notes_confidence,company_pipeline_concentration_notes_evidence,affected_pipeline_asset_count_confidence,affected_pipeline_asset_count_evidence,label_expansion_flag_confidence,label_expansion_flag_evidence,_fresh_keep,_fresh_review_reason,price_anchor_date,last_close_before_event,shares_outstanding_before_event,shares_outstanding_filed_at,shares_outstanding_source_url,market_cap_before_event,pre_event_return_20d,pre_event_benchmark_return_20d,pre_event_market_adjusted_return_20d,pre_event_return_60d,pre_event_benchmark_return_60d,pre_event_market_adjusted_return_60d,fresh_context_status,primary_endpoint_met,safety_signal,market_cap_bucket,biotech_binary_catalyst,biotech_designation_only,biotech_regulatory_decision,biotech_clinical_readout
TMDX_8-K_2020-05-26_0001193125-20-150831,TMDX,2020-05-26T11:15:32,safety_signal,TMDX safety signal biotech catalyst candidate from source document.,safety_signal,biotech_fda_clinical_catalyst,sec_exhibit,https://www.sec.gov/Archives/edgar/data/1756262/000119312520150831/d930831dex991.htm,unknown,unknown,negative,medium,0.68,XBI,"Biotech catalyst parser candidate; review source facts, exact timestamp/session, expectation context, pipeline concentration, and materiality before modeling.",negative,medium,rule_reviewed_fresh_confirmation,source_backed,reviewed,,agent_3e_rule_review=fresh_safety_negative_language,TMDX_8-K_2020-05-26_0001193125-20-150831_d930831d8k;TMDX_8-K_2020-05-26_0001193125-20-150831_d930831dex991,12,"safety endpoint was also met, as the average liver graft-related serious adverse events (SAEs) per patient observed using the OCS Liver was non-inferior to Control (0.046 OCS vs",safety_signal,OCS,end-stage heart,pivotal,,The,,,0.009,,,,,True,"The primary safety endpoint was also met, as the average liver graft-related serious adverse events (SAEs) per patient observed using the OCS Liver was non-inferior to Control (0.046 OCS vs",,,,,,,,,,,True,False,False,False,True,False,False,False,True,pipeline_table_requires_new_result;requires_pipeline_concentration_review;safety_issue_present,0.82,"The primary safety endpoint was also met, as the average liver graft-related serious adverse events (SAEs) per patient observed using the OCS Liver was non-inferior to Control (0.046 OCS vs",0.82,"The primary safety endpoint was also met, as the average liver graft-related serious adverse events (SAEs) per patient observed using the OCS Liver was non-inferior to Control (0.046 OCS vs",0.78,"Headquartered in Andover, Massachusetts, the company was founded to address the unmet need for more and better organs for transplantation and has developed technologies to preserve organ quality, assess organ viability prior to transplant, and potentially increase the utilization of donor organs for the treatment of end-stage heart, lung and liver failure",0.76,"For the primary effectiveness endpoint, the use of OCS Liver resulted in a significantly lower incidence of early allograft dysfunction (EAD) compared to control (17.3% OCS vs",0.75,Liver PROTECT Trial,,,0.86,"safety endpoint was also met, as the average liver graft-related serious adverse events (SAEs) per patient observed using the OCS Liver was non-inferior to Control (0.046 OCS vs",0.86,"safety endpoint was also met, as the average liver graft-related serious adverse events (SAEs) per patient observed using the OCS Liver was non-inferior to Control (0.046 OCS vs",,,,,,,,,0.78,Pivotal OCS™ Liver PROTECT Trial Primary Effectiveness and Safety Endpoints Were Met,,,,,0.88,30.5% Control p=0.009) across both the donors after brain death (DBD) and donors after circulatory death (DCD) cohorts in the trial,,,,,,,0.7,The trial achieved its primary clinical objectives by meeting both the primary and secondary effectiveness and safety endpoints,,,,,,,,,,,,,,,True,fresh_safety_negative_language,2020-05-26,15.949999809265137,21361513.0,2020-05-06 00:00:00,https://www.sec.gov/Archives/edgar/data/1756262/000119312520135029,340716128.27561474,-0.08333332419852169,0.05330070362788164,-0.13663402782640333,0.01592356707243181,0.16113493724029726,-0.14521137016786545,,unknown,negative,small_300m_2b,true,false,false,false
ARVN_8-K_2020-05-29_0001193125-20-154927,ARVN,2020-05-29T11:06:02,safety_signal,ARVN safety signal biotech catalyst candidate from source document.,safety_signal,biotech_fda_clinical_catalyst,sec_primary_filing,https://www.sec.gov/Archives/edgar/data/1655759/000119312520154927/d845849d8k.htm,unknown,unknown,negative,medium,0.68,XBI,"Biotech catalyst parser candidate; review source facts, exact timestamp/session, expectation context, pipeline concentration, and materiality before modeling.",negative,medium,rule_reviewed_fresh_confirmation,source_backed,reviewed,,agent_3e_rule_review=fresh_safety_negative_language,ARVN_8-K_2020-05-29_0001193125-20-154927_d845849d8k;ARVN_8-K_2020-05-29_0001193125-20-154927_d845849dex991;ARVN_8-K_2020-05-29_0001193125-20-154927_d845849dex992,22,One patient receiving 280 mg ARV-110 experienced a Grade 4 dose-limiting toxicity (DLT) of elevated aspartate transaminase/alanine transaminase (AST/ALT) followed by acute renal failure,safety_signal,ARV-110,degrader that targets AR in multiple preclinical models of prostate cancer,phase_1_2,,,,,,,,,,True,"As of the April 20, 2020 data cut-off, 20 patients were evaluable for prostate-specific antigen (PSA) response, including 12 patients treated at 140 mg or higher (these 12 patients exclude one patient who received two weeks of therapy prior to discontinuing due to a rosuvastatin-related dose limiting toxicity)",,,,,,,,,,,True,False,False,False,True,False,False,False,True,boilerplate_or_risk_factor_not_event;requires_pipeline_concentration_review;safety_issue_present,0.82,"As of the April 20, 2020 data cut-off, 20 patients were evaluable for prostate-specific antigen (PSA) response, including 12 patients treated at 140 mg or higher (these 12 patients exclude one patient who received two weeks of therapy prior to discontinuing due to a rosuvastatin-related dose limiting toxicity)",0.82,These 12 patients exclude one patient who received two weeks of therapy prior to discontinuing due to a rosuvastatin-related dose limiting toxicity,0.78,"2Cancers 2017, 9, 67; doi:10.3390/cancers9060067 ARV-110 is a PROTAC® protein degrader that targets AR in multiple preclinical models of prostate cancer mCRPC, metastatic castration-resistant prostate cancer 1Ledet E, The Oncologist 2019 AR MitoC 1 2 3 5 4 6 7 1 2 4 3 5 ARV-110, 10 mpk Vehicle 6 2 4 3 5 ARV-110, 3 mpk 1 6 ARV-110 targets wildtype and altered androgen receptor (AR) protein AR is a critical driver of prostate cancer In vivo activity in multiple xenograft models with: AR gene amplification AR mutation Enzalutamide resistance and insensitivity Preclinical studies suggest settings where ARV-110 may be more active Degrades T878A, H875Y, F877L, and M895V point mutations Does not degrade L702H or AR-V7 L702H: Point mutation present in 3-10% of mCRPC patients1 AR-V7: Splice variant lacking the ligand binding domain of AR",0.86,"Actual results or events could differ materially from the plans, intentions and expectations disclosed in the forward-looking statements we make as a result of various risks and uncertainties, including but not limited to: whether we will be able to successfully conduct Phase 1/2 clinical trials for ARV-110 and ARV-471, complete other clinical trials for our product candidates, and receive results from our clinical trials on our expected timelines, or at all, whether our cash resources will be sufficient to fund our foreseeable and unforeseeable operating expenses and capital expenditure requirements, and other important factors, any of which could cause our actual results to differ from those contained in the forward-looking statements, discussed in the “Risk Factors” section of our quarterly and annual reports on file with the Securities and Exchange Commission",0.75,"regulatory status of our product candidates, such as statements with respect to our lead product candidates, ARV-110 and ARV-471, and the timing of clinical trials and data from those trials for our product candidates, and our discovery programs",,,0.86,One patient receiving 280 mg ARV-110 experienced a Grade 4 dose-limiting toxicity (DLT) of elevated aspartate transaminase/alanine transaminase (AST/ALT) followed by acute renal failure,0.86,One patient receiving 280 mg ARV-110 experienced a Grade 4 dose-limiting toxicity (DLT) of elevated aspartate transaminase/alanine transaminase (AST/ALT) followed by acute renal failure,,,,,,,,,0.86,"Actual results or events could differ materially from the plans, intentions and expectations disclosed in the forward-looking statements we make as a result of various risks and uncertainties, including but not limited to: whether we will be able to successfully conduct Phase 1/2 clinical trials for ARV-110 and ARV-471, complete other clinical trials for our product candidates, and receive results from our clinical trials on our expected timelines, or at all, whether our cash resources will be sufficient to fund our foreseeable and unforeseeable operating expenses and capital expenditure requirements, and other important factors, any of which could cause our actual results to differ from those contained in the forward-looking statements, discussed in the “Risk Factors” section of our quarterly and annual reports on file with the Securities and Exchange Commission",,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,fresh_safety_negative_language,2020-05-29,33.27000045776367,39149567.0,2020-04-28 00:00:00,https://www.sec.gov/Archives/edgar/data/1655759/000156459020019266,1302506112.0112495,-0.36628570556640627,0.10889810076252227,-0.47518380632892854,-0.3373829702368516,0.09819695601030554,-0.43557992624715713,,unknown,negative,small_300m_2b,true,false,false,false
MGNX_8-K_2020-05-29_0001125345-20-000103,MGNX,2020-05-29T12:33:04,safety_signal,MGNX safety signal biotech catalyst candidate from source document.,safety_signal,biotech_fda_clinical_catalyst,sec_exhibit,https://www.sec.gov/Archives/edgar/data/1125345/000112534520000103/asco2020_mgc018phase1.htm,unknown,unknown,negative,medium,0.68,XBI,"Biotech catalyst parser candidate; review source facts, exact timestamp/session, expectation context, pipeline concentration, and materiality before modeling.",negative,medium,rule_reviewed_fresh_confirmation,source_backed,reviewed,,agent_3e_rule_review=fresh_safety_negative_language,MGNX_8-K_2020-05-29_0001125345-20-000103_asco2020_mgc018phase1;MGNX_8-K_2020-05-29_0001125345-20-000103_asco2020_mgd013phase1;MGNX_8-K_2020-05-29_0001125345-20-000103_form8-kascopresentation,20,"Exclusion Serious Adverse Event 1 (33.3) 1 (16.7) 3 (42.9) 0 5 (21.7) in metastatic bone lesions of Duration ■■ Patient Line of MGC018 Abnormal laboratory parameters (hematologic, renal, and/or liver function) Event that Resulted in Study Discontinuation 1 (33.3) 1 (16.7) 3 (42.9) 0 5 (21.7) Treatment of Therapy (Dose) Therapy Response thoracic/lumbar spine, ribs, ■■Untreated or symptomatic central nervous system metastasis Event that Resulted in Drug MGC018 Withdrawal 1 (33.3) 1 (16.7) 3 (42.9) 1 (14.3) 6 (26.1) (months) sternum, and pelvis Event that Resulted in Drug MGC018 Dose Reduction 0 0 1 (14.3) 2 (28.6) 3 (13.0) Patient #1 1 Docetaxel 4 ■■ MGC018 Antibody-Drug Conjugate with Duocarmycin- Treatment with any systemic chemotherapy within 3 weeks 2 mg/kg 2 Enzalutamide 24 November 13, 2019 Event that Resulted in Drug MGC018 Interrupted 1 (33.3) 0 2 (28.6) 5 (71.4) 8 (34.8) SD (-29%)",safety_signal,MGD013,Advanced Solid Tumors John Powderly1,phase_1,NCT03729596,,,,,,,,,True,"Exclusion Serious Adverse Event 1 (33.3) 1 (16.7) 3 (42.9) 0 5 (21.7) in metastatic bone lesions of Duration ■■ Patient Line of MGC018 Abnormal laboratory parameters (hematologic, renal, and/or liver function) Event that Resulted in Study Discontinuation 1 (33.3) 1 (16.7) 3 (42.9) 0 5 (21.7) Treatment of Therapy (Dose) Therapy Response thoracic/lumbar spine, ribs, ■■Untreated or symptomatic central nervous system metastasis Event that Resulted in Drug MGC018 Withdrawal 1 (33.3) 1 (16.7) 3 (42.9)",,,,,,,,,,,True,False,False,False,True,False,False,False,True,publication_or_conference_notice_not_topline;requires_pipeline_concentration_review;safety_issue_present,0.82,"Exclusion Serious Adverse Event 1 (33.3) 1 (16.7) 3 (42.9) 0 5 (21.7) in metastatic bone lesions of Duration ■■ Patient Line of MGC018 Abnormal laboratory parameters (hematologic, renal, and/or liver function) Event that Resulted in Study Discontinuation 1 (33.3) 1 (16.7) 3 (42.9) 0 5 (21.7) Treatment of Therapy (Dose) Therapy Response thoracic/lumbar spine, ribs, ■■Untreated or symptomatic central nervous system metastasis Event that Resulted in Drug MGC018 Withdrawal 1 (33.3) 1 (16.7) 3 (42.9) 1 (14.3) 6 (26.1) (months) sternum, and pelvis Event that Resulted in Drug MGC018 Dose Reduction 0 0 1 (14.3) 2 (28.6) 3 (13.0) Patient #1 1 Docetaxel 4 ■■ MGC018 Antibody-Drug Conjugate with Duocarmycin- Treatment with any systemic chemotherapy within 3 weeks 2 mg/kg 2 Enzalutamide 24 November 13, 2019 Event that Resulted in Drug MGC018 Interrupted 1 (33.3) 0 2 (28.6) 5 (71.4) 8 (34.8) SD (-29%)",0.82,"Luke, MD, FACP @jasonlukemd 3 MGD013 Phase 1 Trial Design • Primary objectives: – Safety, tolerability DLTs, MTD, MAD Dose Escalation in Previously Treated MGD013 Monotherapy Combination Cohort – Advanced Solid Tumors Cohort Expansiona Expansionab – Alternate dose (600 mg Q2W) Flat Dosing Q2W: 1200 mg Single Patient Cohorts† Ovarian • Secondary objectives: followed by 3+3 design 800 mg Pharmacokinetics HER2+ Solid – 400 mg TNBC – Immunogenicity Tumors 120 mg MTD/MAD/ – Preliminary activity alternate dose NSCLC 30 mg † • Exploratory PD objectives: 10 mg Other Select MGD013 (300 or 600 mg) + † Advanced – Receptor/ligand expression 3 mg Separate HCC Escalation: Margetuximab‡ 15 mg/kg   Solid/heme 120 mg 400 mg 600 mg d (both Q3W) – Serum biomarkers 1 mg† 3+3 designc Tumors – Gene expression profiling DLT = dose-limiting toxicity",0.78,"EX-99.2 3 asco2020_mgc018phase1.htm ASCO 2020 MGC018 PHASE 1 asco2020_mgc018phase1 Preliminary Dose Escalation Results from a Phase 1/2, First-in-Human Study of Abstract #308859 MGC018 (Anti-B7-H3 Antibody-Drug Conjugate) in Patients with Advanced Solid Tumors John Powderly1, Sekwon Jang2, Juniper Scribner3, Deryk Loo3, Chet Bohac3, Alexander Spira4, Manish Sharma5 NCT03729596 1Carolina BioOncology, Huntersville, NC",0.76,"EX-99.1 2 asco2020_mgd013phase1.htm ASCO 2020 MGD013 PHASE 1 asco2020_mgd013phase1 A Phase 1, First-in-Human, Open-Label, Dose Escalation Study of MGD013, a Bispecific DART® Molecule Binding PD-1 and LAG-3 in Patients with Unresectable or Metastatic Neoplasms Jason J",0.75,"Exclusion Serious Adverse Event 1 (33.3) 1 (16.7) 3 (42.9) 0 5 (21.7) in metastatic bone lesions of Duration ■■ Patient Line of MGC018 Abnormal laboratory parameters (hematologic, renal, and/or liver function) Event that Resulted in Study Discontinuation 1 (33.3) 1 (16.7) 3 (42.9) 0 5 (21.7) Treatment of Therapy (Dose) Therapy Response thoracic/lumbar spine, ribs, ■■Untreated or symptomatic central nervous system metastasis Event that Resulted in Drug MGC018 Withdrawal 1 (33.3) 1 (16.7) 3 (42.9) 1 (14.3) 6 (26.1) (months) sternum, and pelvis Event that Resulted in Drug MGC018 Dose Reduction 0 0 1 (14.3) 2 (28.6) 3 (13.0) Patient #1 1 Docetaxel 4 ■■ MGC018 Antibody-Drug Conjugate with Duocarmycin- Treatment with any systemic chemotherapy within 3 weeks 2 mg/kg 2 Enzalutamide 24 November 13, 2019 Event that Resulted in Drug MGC018 Interrupted 1 (33.3) 0 2 (28.6) 5 (71.4) 8 (34.8) SD (-29%)",,,0.86,"Exclusion Serious Adverse Event 1 (33.3) 1 (16.7) 3 (42.9) 0 5 (21.7) in metastatic bone lesions of Duration ■■ Patient Line of MGC018 Abnormal laboratory parameters (hematologic, renal, and/or liver function) Event that Resulted in Study Discontinuation 1 (33.3) 1 (16.7) 3 (42.9) 0 5 (21.7) Treatment of Therapy (Dose) Therapy Response thoracic/lumbar spine, ribs, ■■Untreated or symptomatic central nervous system metastasis Event that Resulted in Drug MGC018 Withdrawal 1 (33.3) 1 (16.7) 3 (42.9) 1 (14.3) 6 (26.1) (months) sternum, and pelvis Event that Resulted in Drug MGC018 Dose Reduction 0 0 1 (14.3) 2 (28.6) 3 (13.0) Patient #1 1 Docetaxel 4 ■■ MGC018 Antibody-Drug Conjugate with Duocarmycin- Treatment with any systemic chemotherapy within 3 weeks 2 mg/kg 2 Enzalutamide 24 November 13, 2019 Event that Resulted in Drug MGC018 Interrupted 1 (33.3) 0 2 (28.6) 5 (71.4) 8 (34.8) SD (-29%)",0.86,"Exclusion Serious Adverse Event 1 (33.3) 1 (16.7) 3 (42.9) 0 5 (21.7) in metastatic bone lesions of Duration ■■ Patient Line of MGC018 Abnormal laboratory parameters (hematologic, renal, and/or liver function) Event that Resulted in Study Discontinuation 1 (33.3) 1 (16.7) 3 (42.9) 0 5 (21.7) Treatment of Therapy (Dose) Therapy Response thoracic/lumbar spine, ribs, ■■Untreated or symptomatic central nervous system metastasis Event that Resulted in Drug MGC018 Withdrawal 1 (33.3) 1 (16.7) 3 (42.9) 1 (14.3) 6 (26.1) (months) sternum, and pelvis Event that Resulted in Drug MGC018 Dose Reduction 0 0 1 (14.3) 2 (28.6) 3 (13.0) Patient #1 1 Docetaxel 4 ■■ MGC018 Antibody-Drug Conjugate with Duocarmycin- Treatment with any systemic chemotherapy within 3 weeks 2 mg/kg 2 Enzalutamide 24 November 13, 2019 Event that Resulted in Drug MGC018 Interrupted 1 (33.3) 0 2 (28.6) 5 (71.4) 8 (34.8) SD (-29%)",,,,,,,,,0.86,"☐ Item 8.01 Other Events On May 29, 2020, at the American Society of Clinical Oncology (“ASCO”) 2020 Virtual Annual Meeting, the following data were presented: •A Phase 1, First-in-Human, Open-Label, Dose Escalation Study of MGD013, a Bispecific DART® Molecule Binding PD-1 and LAG-3 in Patients with Unresectable or Metastatic Neoplasms",,,,,,,0.95,"EX-99.2 3 asco2020_mgc018phase1.htm ASCO 2020 MGC018 PHASE 1 asco2020_mgc018phase1 Preliminary Dose Escalation Results from a Phase 1/2, First-in-Human Study of Abstract #308859 MGC018 (Anti-B7-H3 Antibody-Drug Conjugate) in Patients with Advanced Solid Tumors John Powderly1, Sekwon Jang2, Juniper Scribner3, Deryk Loo3, Chet Bohac3, Alexander Spira4, Manish Sharma5 NCT03729596 1Carolina BioOncology, Huntersville, NC",,,,,,,,,,,,,,,,,,,,,True,fresh_safety_negative_language,2020-05-29,19.239999771118164,49138017.0,2020-05-05 00:00:00,https://www.sec.gov/Archives/edgar/data/1125345/000112534520000072,945415435.8332005,1.6722222612227933,0.10889810076252227,1.563324160460271,1.263529384837431,0.09819695601030554,1.1653324288271254,,unknown,negative,small_300m_2b,true,false,false,false
SGMO_8-K_2020-06-18_0001193125-20-171977,SGMO,2020-06-18T13:26:43,safety_signal,SGMO safety signal biotech catalyst candidate from source document.,safety_signal,biotech_fda_clinical_catalyst,sec_exhibit,https://www.sec.gov/Archives/edgar/data/1001233/000119312520171977/d911209dex991.htm,unknown,unknown,negative,medium,0.68,XBI,"Biotech catalyst parser candidate; review source facts, exact timestamp/session, expectation context, pipeline concentration, and materiality before modeling.",negative,medium,rule_reviewed_fresh_confirmation,source_backed,reviewed,,agent_3e_rule_review=fresh_safety_negative_language,SGMO_8-K_2020-06-18_0001193125-20-171977_d911209d8k;SGMO_8-K_2020-06-18_0001193125-20-171977_d911209dex991;SGMO_8-K_2020-06-18_0001193125-20-171977_d911209dex992,19,"Safety and tolerability of SB-525, as assessed by the incidence of adverse events (AEs) and serious adverse events (SAEs) and by changes in clinical laboratory assessments, vital signs and electrocardiogram, and liver imaging Changes in circulating",safety_signal,SB-525,severe hemophilia A,phase_3,NCT03587116,,"the Phase 3 study is annualized bleeding rate (ABR) over 12 months, and secondary endpoints include steady state FVIII activity levels, annualized infusion rate of exogenous FVIII activity, annualized FVIII consumption, ",,,,,,,True,"As previously reported, one patient in the 3e13 vg/kg dose cohort had a treatment-related serious adverse event of hypotension (grade 3) and fever (grade 2), with symptoms of headache and tachycardia, which occurred six hours post-infusion with giroctocogene fitelparvovec, and which fully resolved within 24 hours",,,,,,,,,,,True,False,False,False,True,False,False,False,True,boilerplate_or_risk_factor_not_event;pipeline_table_requires_new_result;requires_pipeline_concentration_review;safety_issue_present,0.82,"As previously reported, one patient in the 3e13 vg/kg dose cohort had a treatment-related serious adverse event of hypotension (grade 3) and fever (grade 2), with symptoms of headache and tachycardia, which occurred six hours post-infusion with giroctocogene fitelparvovec, and which fully resolved within 24 hours",0.82,"As previously reported, one patient in the 3e13 vg/kg dose cohort had a treatment-related serious adverse event of hypotension (grade 3) and fever (grade 2), with symptoms of headache and tachycardia, which occurred six hours post-infusion with giroctocogene fitelparvovec, and which fully resolved within 24 hours",0.78,"About the Alta study The Phase 1/2 Alta study is an open-label, dose-ranging, multicenter clinical trial designed to assess the safety and tolerability of giroctocogene fitelparvovec in patients with severe hemophilia A",0.86,(“Pfizer”) announcing updated follow-up data from the Phase 1/2 Alta study evaluating investigational SB-525 gene therapy in patients with severe hemophilia A (the “Alta Study”),0.75,"These forward-looking statements include, without limitation, statements relating to the potential to develop, obtain regulatory approvals for and commercialize SB-525 as a safe and effective therapy to treat hemophilia A, the potential long-term durability of SB-525 therapy, anticipated plans and timelines for conducting phase 3 clinical trials and sharing additional clinical data and other statements that are not historical fact",,,0.86,"Safety and tolerability of SB-525, as assessed by the incidence of adverse events (AEs) and serious adverse events (SAEs) and by changes in clinical laboratory assessments, vital signs and electrocardiogram, and liver imaging Changes in circulating",0.86,"Safety and tolerability of SB-525, as assessed by the incidence of adverse events (AEs) and serious adverse events (SAEs) and by changes in clinical laboratory assessments, vital signs and electrocardiogram, and liver imaging Changes in circulating",,,,,,,,,0.92,"com Pfizer and Sangamo Announce Updated Phase 1/2 Results Showing Sustained Factor VIII Activity Levels and No Bleeding Events or Factor Usage in 3e13 vg/kg Cohort Following giroctocogene fitelparvovec (SB-525) Gene Therapy — Dosing of the first patient in the pivotal Phase 3 study anticipated in second half of 2020 — New York, NY, and Brisbane, CA, June 18, 2020 – Pfizer Inc",,,,,,,0.95,"gov Identifier: NCT03587116), the data from which is expected to provide a baseline for patients who are subsequently enrolled into the pivotal Phase 3 study (ClinicalTrials",0.76,"The primary endpoint of the Phase 3 study is annualized bleeding rate (ABR) over 12 months, and secondary endpoints include steady state FVIII activity levels, annualized infusion rate of exogenous FVIII activity, annualized FVIII consumption, ABR and total ABR of specific type by cause and by location, and change in joint health using Hemophilia Joint Health Score, over 12 months",,,,,,,,,,,,,,,,,,,True,fresh_safety_negative_language,2020-06-18,9.420000076293944,140883058.0,2020-05-11 00:00:00,https://www.sec.gov/Archives/edgar/data/1001233/000162828020007462,1327118417.108524,-0.14129445332772794,0.002177760462072964,-0.1434722137898009,0.5169082155279368,0.4259733326649011,0.09093488286303564,,unknown,negative,small_300m_2b,true,false,false,false
BBIO_8-K_2020-10-05_0001193125-20-263994,BBIO,2020-10-05T21:19:02,phase_3_readout,BBIO phase 3 readout biotech catalyst candidate from source document.,phase_3_readout,biotech_fda_clinical_catalyst,sec_exhibit,https://www.sec.gov/Archives/edgar/data/1743881/000119312520263994/d84765dex991.htm,unknown,unknown,mixed,high,0.82,XBI,"Biotech catalyst parser candidate; review source facts, exact timestamp/session, expectation context, pipeline concentration, and materiality before modeling.",mixed,high,rule_reviewed_fresh_confirmation,source_backed,reviewed,,agent_3e_rule_review=fresh_readout_with_new_result_language,BBIO_8-K_2020-10-05_0001193125-20-263994_d84765d8k;BBIO_8-K_2020-10-05_0001193125-20-263994_d84765dex991;BBIO_8-K_2020-10-05_0001193125-20-263994_d84765dex992,8,"Topline results from Part A are expected in late 2021 or early 2022 and from Part B in 2023. If Part A is successful, the",phase_3_readout,Acquire,ATTR cardiomyopathy,phase_3,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,True,boilerplate_or_risk_factor_not_event;endpoint_direction_unclear;pipeline_table_requires_new_result;requires_pipeline_concentration_review,,,,,0.78,Eidos completed screening in September for its pivotal Phase 3 ATTRibute-CM clinical trial of acoramidis in patients with ATTR cardiomyopathy,0.76,"EX-99.1 2 d84765dex991.htm EX-99.1 EX-99.1 EXHIBIT 99.1 BRIDGEBIO PHARMA AND EIDOS THERAPEUTICS ANNOUNCE MERGER AGREEMENT BridgeBio to Acquire All Outstanding Shares of Eidos it Does Not Already Own Agreement Brings BridgeBio’s Clinical Development and Commercial Development Infrastructure to Bear Upon Eidos’ Acoramidis, Creating Anticipated Value for Patients with ATTR and Investors Agreement Unanimously Approved by Special Committee of Eidos’ Independent Directors PALO ALTO and SAN FRANCISCO – October 5, 2020 – BridgeBio Pharma, Inc",0.75,"(x) the ability of the Company and/or Eidos to implement their respective business strategies, (xi) the ability of each of the Company or Eidos to continue its planned preclinical and clinical development of its respective development",,,0.92,"Topline results from Part A are expected in late 2021 or early 2022 and from Part B in 2023. If Part A is successful, the",0.92,"Topline results from Part A are expected in late 2021 or early 2022 and from Part B in 2023. If Part A is successful, the",,,,,,,,,0.92,"“With the completion of screening in the Phase 3 ATTRibute-CM study of acoramidis and expected enrollment of more than 600 participants, now is the time to begin laying the groundwork for a global launch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,fresh_readout_with_new_result_language,2020-10-05,39.77000045776367,122361644.0,2020-08-11 00:00:00,https://www.sec.gov/Archives/edgar/data/1743881/000156459020039358,4866322637.892715,0.375172902933828,0.10075730118598725,0.27441560174784074,0.2593413728259595,0.008516717995797896,0.2508246548301616,,unknown,none,mid_2b_10b,false,false,false,true
