label,threshold,rows,ok_rows,ticker_count,top_ticker,top_ticker_count,top_ticker_share,top_agency,top_agency_count,top_agency_share,top_program,top_program_count,top_program_share,median_materiality_pct_market_cap,max_materiality_pct_market_cap,h1_n,h1_mean_simple,h1_median_simple,h1_positive_rate,h1_sign_accuracy,h3_n,h3_mean_simple,h3_median_simple,h3_positive_rate,h3_sign_accuracy,h10_n,h10_mean_simple,h10_median_simple,h10_positive_rate,h10_sign_accuracy
small_mid_material,0.005,18,18,8,SAIC,4,0.2222222222222222,Department of Defense,16,0.8888888888888888,SUBSONIC AERIAL TARGET (SSAT) BQM-177A FULL RATE PRODUCTION,1,0.05555555555555555,0.0230305680605558,0.21698016472467,18,0.027372877764132303,0.0083912815858837,0.5555555555555556,0.5555555555555556,17,0.043598049728970495,0.0088486207669566,0.6470588235294118,0.6470588235294118,17,0.05957907109358153,0.038478415721789,0.6470588235294118,0.6470588235294118
small_mid_material,0.01,16,16,7,SAIC,4,0.25,Department of Defense,14,0.875,SUBSONIC AERIAL TARGET (SSAT) BQM-177A FULL RATE PRODUCTION,1,0.0625,0.03305153459781595,0.21698016472467,16,0.02941044649586637,0.0066504333034887,0.5,0.5,15,0.04683466598865313,0.0088486207669566,0.6,0.6,15,0.06195922658687748,0.022408915979758,0.6,0.6
small_mid_material,0.02,11,11,7,SAIC,3,0.2727272727272727,Department of Defense,9,0.8181818181818182,SUBSONIC AERIAL TARGET (SSAT) BQM-177A FULL RATE PRODUCTION,1,0.09090909090909091,0.0575933027226146,0.21698016472467,11,0.050070671373552596,0.0175708582546632,0.5454545454545454,0.5454545454545454,10,0.08496846319601478,0.0184939207925437,0.7,0.7,10,0.09329006332769926,0.1083508555569595,0.7,0.7
small_mid_material,0.05,6,6,4,SAIC,3,0.5,Department of Defense,5,0.8333333333333334,SUBSONIC AERIAL TARGET (SSAT) BQM-177A FULL RATE PRODUCTION,1,0.16666666666666666,0.13342959984076225,0.21698016472467,6,0.029772601629859813,0.0210768426808645,0.6666666666666666,0.6666666666666666,5,0.0478851015869253,0.0374994234878871,0.8,0.8,5,0.16197505961741687,0.1311388748397239,1.0,1.0
