financing_event_type,n,positive_rate,significant_rate,mean_car,median_car,std_car,stderr_car,mean_simple_car,median_simple_car,mean_z,t_stat_mean_car
completed_equity_offering,44,0.4090909090909091,0.22727272727272727,-0.029296850644550555,-0.009334895024048249,0.09951261192707629,0.015002090712288986,-0.02424060210169328,-0.009291037197515499,-0.5480639568786432,-1.952851186305119
private_placement,31,0.45161290322580644,0.12903225806451613,0.00266313584792452,-0.0037452227748757,0.05989590840815787,0.010757622719815242,0.004490815961643887,-0.0037382181753827,0.16847646859318086,0.2475580262746246
registered_direct_offering,4,0.0,0.25,-0.07359543619078401,-0.0689329451947018,0.05534127754863492,0.02767063877431746,-0.06988801260129483,-0.0661460105755014,-1.345241806017092,-2.6596941541910377
