event_id,ticker,event_time,event_type,summary,event_subtype,event_family,source_type,source_url,release_session,expectedness,surprise_direction,surprise_magnitude,materiality,sector_benchmark,notes,corpus_name,review_status,evidence_status,label_quality,source_doc_ids,government_contract_event_type,actual_funded_award_flag,ceiling_only_flag,new_work_flag,modification_flag,option_exercise_flag,recipient_mapping_confidence,award_amount,obligated_amount,contract_ceiling,agency,product_or_service_description,materiality_pre_price,drop_reason,review_notes,usable_fact_count,agency_confidence,agency_evidence,award_amount_confidence,award_amount_evidence,contract_number,contract_number_confidence,contract_number_evidence,award_type,award_type_confidence,award_type_evidence,mapping_type,mapping_type_confidence,mapping_type_evidence,contract_type,contract_type_confidence,contract_type_evidence,naics_code,naics_code_confidence,naics_code_evidence,psc_code,psc_code_confidence,psc_code_evidence,recipient_mapping_confidence_confidence,recipient_mapping_confidence_evidence,recipient_name,recipient_name_confidence,recipient_name_evidence,period_of_performance_end,period_of_performance_end_confidence,period_of_performance_end_evidence,period_of_performance_start,period_of_performance_start_confidence,period_of_performance_start_evidence,prime_or_sub,prime_or_sub_confidence,prime_or_sub_evidence,obligated_amount_confidence,obligated_amount_evidence,sub_agency,sub_agency_confidence,sub_agency_evidence,task_order_number,task_order_number_confidence,task_order_number_evidence,product_or_service_description_confidence,product_or_service_description_evidence,government_contract_event_type_confidence,government_contract_event_type_evidence,actual_funded_award_flag_confidence,actual_funded_award_flag_evidence,ceiling_only_flag_confidence,ceiling_only_flag_evidence,materiality_context_required_flag,materiality_context_required_flag_confidence,materiality_context_required_flag_evidence,incumbent_or_extension_flag,incumbent_or_extension_flag_confidence,incumbent_or_extension_flag_evidence,new_vs_modification,new_vs_modification_confidence,new_vs_modification_evidence,modification_flag_confidence,modification_flag_evidence,option_exercise_flag_confidence,option_exercise_flag_evidence,new_work_flag_confidence,new_work_flag_evidence,recompete_or_extension_flag,recompete_or_extension_flag_confidence,recompete_or_extension_flag_evidence,prime_contractor_flag,prime_contractor_flag_confidence,prime_contractor_flag_evidence,subcontractor_flag,subcontractor_flag_confidence,subcontractor_flag_evidence,parser_quality_flags,parser_quality_flags_confidence,parser_quality_flags_evidence,model_eligible_candidate_flag,contract_ceiling_confidence,contract_ceiling_evidence,mapped_ticker,mapped_ticker_confidence,mapped_ticker_evidence,parent_company_name,parent_company_name_confidence,parent_company_name_evidence,modification_number,modification_number_confidence,modification_number_evidence,subsidiary_name,subsidiary_name_confidence,subsidiary_name_evidence,price_anchor_date,last_close_before_event,market_cap_before_event,revenue_ltm_if_available,award_amount_pct_market_cap,obligated_amount_pct_market_cap,contract_ceiling_pct_market_cap,award_amount_pct_revenue,obligated_amount_pct_revenue,contract_ceiling_pct_revenue,pre_event_return_20d,pre_event_benchmark_return_20d,pre_event_market_adjusted_return_20d,pre_event_return_60d,pre_event_benchmark_return_60d,pre_event_market_adjusted_return_60d,company_size_bucket,small_cap_flag,government_contract_context_status
government_contract_BA_W58RGZ21C0015,BA,2021-06-18T12:00:00,government_contract,BA new contract award candidate from source document.,new_contract_award,government_contract_awards,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W58RGZ21C0015_9700_-NONE-_-NONE-,unknown,unknown,unknown,high,0.7,,"Government-contract parser candidate; not model-ready until review, mapping audit, parser audit, and context gates pass.",government_contract_awards,unreviewed,source_backed,machine_candidate,usaspending_CONT_AWD_W58RGZ21C0015_9700_NONE_NONE_,new_contract_award,True,False,True,False,False,0.94,3472726821.55,3472726821.55,,Department of Defense,APACHE ADVANCED PROCUREMENT AWARD FOR LOT 12 FULL RATE PRODUCTION.,,,"Review recipient mapping, funded-vs-ceiling value, timestamp source, and whether this is new work before modeling.",31,0.9,Department of Defense,0.9,source metadata,W58RGZ21C0015,0.9,W58RGZ21C0015,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,exact_public_company,0.9,exact_public_company,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,336411,0.9,336411,5342,0.9,5342,0.9,source metadata,THE BOEING COMPANY,0.9,THE BOEING COMPANY,2028-12-31,0.9,2028-12-31,2021-06-18,0.9,2021-06-18,prime,0.9,prime,0.9,source metadata,Defense Contract Management Agency,0.9,Defense Contract Management Agency,,,,0.9,APACHE ADVANCED PROCUREMENT AWARD FOR LOT 12 FULL RATE PRODUCTION.,0.76,contract award language,0.78,derived parser flag,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,0.78,derived parser flag,0.78,derived parser flag,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,BA,0.9,BA,The Boeing Company,0.9,The Boeing Company,,,,,,,2021-06-18,237.3500061035156,138804673209.19736,,0.02501880333896347,0.02501880333896347,,,,,0.04260932337842238,0.002401896150152183,0.0402074272282702,-0.007900013987010568,0.0742091536289522,-0.08210916761596276,large_cap,False,ok
government_contract_BA_FA862121C0001,BA,2021-07-01T12:00:00,government_contract,BA new contract award candidate from source document.,new_contract_award,government_contract_awards,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA862121C0001_9700_-NONE-_-NONE-,unknown,unknown,unknown,medium,0.5,,"Government-contract parser candidate; not model-ready until review, mapping audit, parser audit, and context gates pass.",government_contract_awards,unreviewed,source_backed,machine_candidate,usaspending_CONT_AWD_FA862121C0001_9700_NONE_NONE_,new_contract_award,True,False,True,False,False,0.94,238232899.88,238232899.88,,Department of Defense,F-15 SIMULATORS MISSION TRAINING CENTER FOLLOW ON SECTION 889,,,"Review recipient mapping, funded-vs-ceiling value, timestamp source, and whether this is new work before modeling.",31,0.9,Department of Defense,0.9,source metadata,FA862121C0001,0.9,FA862121C0001,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,exact_public_company,0.9,exact_public_company,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,336413,0.9,336413,R799,0.9,R799,0.9,source metadata,THE BOEING COMPANY,0.9,THE BOEING COMPANY,2028-03-17,0.9,2028-03-17,2021-07-01,0.9,2021-07-01,prime,0.9,prime,0.9,source metadata,Department of the Air Force,0.9,Department of the Air Force,,,,0.9,F-15 SIMULATORS MISSION TRAINING CENTER FOLLOW ON SECTION 889,0.76,contract award language,0.78,derived parser flag,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,0.78,derived parser flag,0.78,derived parser flag,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,BA,0.9,BA,The Boeing Company,0.9,The Boeing Company,,,,,,,2021-07-01,239.72999572753903,140196515103.0618,,0.0016992783287435448,0.0016992783287435448,,,,,-0.04230589360347592,0.031206147333800782,-0.0735120409372767,-0.050874994102307225,0.06209736291494061,-0.11297235701724784,large_cap,False,ok
government_contract_BA_FA863421F0023,BA,2021-07-28T12:00:00,government_contract,BA task order award candidate from source document.,task_order_award,government_contract_awards,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA863421F0023_9700_FA863420D2704_9700,unknown,unknown,unknown,high,0.7,,"Government-contract parser candidate; not model-ready until review, mapping audit, parser audit, and context gates pass.",government_contract_awards,unreviewed,source_backed,machine_candidate,usaspending_CONT_AWD_FA863421F0023_9700_FA863420D2704_9700,task_order_award,True,False,True,False,False,0.94,1117048124.02,1117048124.02,,Department of Defense,F15EX LOT 2 LONG LEAD-ITEMS,,,"Review recipient mapping, funded-vs-ceiling value, timestamp source, and whether this is new work before modeling.",32,0.9,Department of Defense,0.9,source metadata,FA863421F0023,0.9,FA863421F0023,DELIVERY ORDER,0.9,DELIVERY ORDER,exact_public_company,0.9,exact_public_company,DELIVERY ORDER,0.9,DELIVERY ORDER,336411,0.9,336411,1510,0.9,1510,0.9,source metadata,THE BOEING COMPANY,0.9,THE BOEING COMPANY,2027-12-31,0.9,2027-12-31,2021-07-28,0.9,2021-07-28,prime,0.9,prime,0.9,source metadata,Department of the Air Force,0.9,Department of the Air Force,FA863421F0023,0.9,FA863421F0023,0.9,F15EX LOT 2 LONG LEAD-ITEMS,0.88,task/delivery order language,0.78,derived parser flag,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,0.78,derived parser flag,0.78,derived parser flag,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,BA,0.9,BA,The Boeing Company,0.9,The Boeing Company,,,,,,,2021-07-28,231.57000732421875,135735200702.38477,,0.008229612644617206,0.008229612644617206,,,,,-0.017772256872425896,0.02602296779373514,-0.04379522466616104,-0.01539178995539725,0.052763489882378334,-0.06815527983777558,large_cap,False,ok
government_contract_BA_FA821321F1006,BA,2021-09-13T12:00:00,government_contract,BA task order award candidate from source document.,task_order_award,government_contract_awards,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA821321F1006_9700_FA821315D0002_9700,unknown,unknown,unknown,medium,0.5,,"Government-contract parser candidate; not model-ready until review, mapping audit, parser audit, and context gates pass.",government_contract_awards,unreviewed,source_backed,machine_candidate,usaspending_CONT_AWD_FA821321F1006_9700_FA821315D0002_9700,task_order_award,True,False,True,False,False,0.94,239555450.77,239555450.77,,Department of Defense,JOINT DIRECT ATTACK MUNITION (JDAM),,,"Review recipient mapping, funded-vs-ceiling value, timestamp source, and whether this is new work before modeling.",32,0.9,Department of Defense,0.9,source metadata,FA821321F1006,0.9,FA821321F1006,DELIVERY ORDER,0.9,DELIVERY ORDER,exact_public_company,0.9,exact_public_company,DELIVERY ORDER,0.9,DELIVERY ORDER,332993,0.9,332993,1325,0.9,1325,0.9,source metadata,THE BOEING COMPANY,0.9,THE BOEING COMPANY,2023-09-13,0.9,2023-09-13,2021-09-13,0.9,2021-09-13,prime,0.9,prime,0.9,source metadata,Department of the Air Force,0.9,Department of the Air Force,FA821321F1006,0.9,FA821321F1006,0.9,JOINT DIRECT ATTACK MUNITION (JDAM),0.88,task/delivery order language,0.78,derived parser flag,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,0.78,derived parser flag,0.78,derived parser flag,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,BA,0.9,BA,The Boeing Company,0.9,The Boeing Company,,,,,,,2021-09-13,214.47999572753903,125717857865.60889,,0.0019055005775399257,0.0019055005775399257,,,,,-0.08521713901813355,0.0014802161771481082,-0.08669735519528166,-0.10341946896964982,0.06178404401512161,-0.16520351298477143,large_cap,False,ok
government_contract_BA_FA863421F0026,BA,2021-09-29T12:00:00,government_contract,BA task order award candidate from source document.,task_order_award,government_contract_awards,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA863421F0026_9700_FA863420D2704_9700,unknown,unknown,unknown,high,0.7,,"Government-contract parser candidate; not model-ready until review, mapping audit, parser audit, and context gates pass.",government_contract_awards,unreviewed,source_backed,machine_candidate,usaspending_CONT_AWD_FA863421F0026_9700_FA863420D2704_9700,task_order_award,True,False,True,False,False,0.94,1050985191.98,1050985191.98,,Department of Defense,F-15EX LOT 3 LONG-LEAD ITEMS,,,"Review recipient mapping, funded-vs-ceiling value, timestamp source, and whether this is new work before modeling.",32,0.9,Department of Defense,0.9,source metadata,FA863421F0026,0.9,FA863421F0026,DELIVERY ORDER,0.9,DELIVERY ORDER,exact_public_company,0.9,exact_public_company,DELIVERY ORDER,0.9,DELIVERY ORDER,336411,0.9,336411,1510,0.9,1510,0.9,source metadata,THE BOEING COMPANY,0.9,THE BOEING COMPANY,2027-09-30,0.9,2027-09-30,2021-09-29,0.9,2021-09-29,prime,0.9,prime,0.9,source metadata,Department of the Air Force,0.9,Department of the Air Force,FA863421F0026,0.9,FA863421F0026,0.9,F-15EX LOT 3 LONG-LEAD ITEMS,0.88,task/delivery order language,0.78,derived parser flag,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,0.78,derived parser flag,0.78,derived parser flag,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,BA,0.9,BA,The Boeing Company,0.9,The Boeing Company,,,,,,,2021-09-29,225.3600006103516,132095193443.19876,,0.00795627126608453,0.00795627126608453,,,,,0.026697041505018726,-0.03480848851017604,0.061505530015194765,-0.045650880016769424,0.006726065070636,-0.052376945087405424,large_cap,False,ok
government_contract_BA_N0001921F0327,BA,2021-09-30T12:00:00,government_contract,BA task order award candidate from source document.,task_order_award,government_contract_awards,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0001921F0327_9700_N0001917G0002_9700,unknown,unknown,unknown,medium,0.5,,"Government-contract parser candidate; not model-ready until review, mapping audit, parser audit, and context gates pass.",government_contract_awards,unreviewed,source_backed,machine_candidate,usaspending_CONT_AWD_N0001921F0327_9700_N0001917G0002_9700,task_order_award,True,False,True,False,False,0.92,209424516.54,209424516.54,,Department of Defense,NON-RECURRING ENGINEERING (NRE)FOR V-22 FLIGHT CONTROL SYSTEM.,,,"Review recipient mapping, funded-vs-ceiling value, timestamp source, and whether this is new work before modeling.",32,0.9,Department of Defense,0.9,source metadata,N0001921F0327,0.9,N0001921F0327,DELIVERY ORDER,0.9,DELIVERY ORDER,exact_public_company,0.9,exact_public_company,DELIVERY ORDER,0.9,DELIVERY ORDER,336413,0.9,336413,1510,0.9,1510,0.9,source metadata,BELL BOEING JOINT PROJECT OFFICE,0.9,BELL BOEING JOINT PROJECT OFFICE,2026-06-30,0.9,2026-06-30,2021-09-30,0.9,2021-09-30,prime,0.9,prime,0.9,source metadata,Department of the Navy,0.9,Department of the Navy,N0001921F0327,0.9,N0001921F0327,0.9,NON-RECURRING ENGINEERING (NRE)FOR V-22 FLIGHT CONTROL SYSTEM.,0.88,task/delivery order language,0.78,derived parser flag,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,0.78,derived parser flag,0.78,derived parser flag,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,BA,0.9,BA,The Boeing Company,0.9,The Boeing Company,,,,,,,2021-09-30,219.94000244140625,128918251196.79492,,0.0016244753135869917,0.0016244753135869917,,,,,0.008344064574368426,-0.04711189354046219,0.05545595811483062,-0.05108290793100223,-0.009080631761176794,-0.04200227616982544,large_cap,False,ok
government_contract_BA_N0001921F0886,BA,2021-09-30T12:00:00,government_contract,BA task order award candidate from source document.,task_order_award,government_contract_awards,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0001921F0886_9700_N0001921G0006_9700,unknown,unknown,unknown,high,0.7,,"Government-contract parser candidate; not model-ready until review, mapping audit, parser audit, and context gates pass.",government_contract_awards,unreviewed,source_backed,machine_candidate,usaspending_CONT_AWD_N0001921F0886_9700_N0001921G0006_9700,task_order_award,True,False,True,False,False,0.94,322206546.56,322206546.56,,Department of Defense,MISSILE NRE,,,"Review recipient mapping, funded-vs-ceiling value, timestamp source, and whether this is new work before modeling.",32,0.9,Department of Defense,0.9,source metadata,N0001921F0886,0.9,N0001921F0886,DELIVERY ORDER,0.9,DELIVERY ORDER,exact_public_company,0.9,exact_public_company,DELIVERY ORDER,0.9,DELIVERY ORDER,336412,0.9,336412,1410,0.9,1410,0.9,source metadata,THE BOEING COMPANY,0.9,THE BOEING COMPANY,2027-11-12,0.9,2027-11-12,2021-09-30,0.9,2021-09-30,prime,0.9,prime,0.9,source metadata,Department of the Navy,0.9,Department of the Navy,N0001921F0886,0.9,N0001921F0886,0.9,MISSILE NRE,0.88,task/delivery order language,0.78,derived parser flag,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,0.78,derived parser flag,0.78,derived parser flag,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,BA,0.9,BA,The Boeing Company,0.9,The Boeing Company,,,,,,,2021-09-30,219.94000244140625,128918251196.79492,,0.002499309008374219,0.002499309008374219,,,,,0.008344064574368426,-0.04711189354046219,0.05545595811483062,-0.05108290793100223,-0.009080631761176794,-0.04200227616982544,large_cap,False,ok
government_contract_BA_W58RGZ21F0493,BA,2021-09-30T12:00:00,government_contract,BA task order award candidate from source document.,task_order_award,government_contract_awards,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W58RGZ21F0493_9700_W58RGZ21D0094_9700,unknown,unknown,unknown,medium,0.5,,"Government-contract parser candidate; not model-ready until review, mapping audit, parser audit, and context gates pass.",government_contract_awards,unreviewed,source_backed,machine_candidate,usaspending_CONT_AWD_W58RGZ21F0493_9700_W58RGZ21D0094_9700,task_order_award,True,False,True,False,False,0.94,146675689.54,146675689.54,,Department of Defense,DELIVERY ORDER W58RGZ21F0493 IN SUPPORT CH47F BLOCK II CONGRESSIONAL MANDATE,,,"Review recipient mapping, funded-vs-ceiling value, timestamp source, and whether this is new work before modeling.",32,0.9,Department of Defense,0.9,source metadata,W58RGZ21F0493,0.9,W58RGZ21F0493,DELIVERY ORDER,0.9,DELIVERY ORDER,exact_public_company,0.9,exact_public_company,DELIVERY ORDER,0.9,DELIVERY ORDER,336412,0.9,336412,1520,0.9,1520,0.9,source metadata,THE BOEING COMPANY,0.9,THE BOEING COMPANY,2024-11-30,0.9,2024-11-30,2021-09-30,0.9,2021-09-30,prime,0.9,prime,0.9,source metadata,Defense Contract Management Agency,0.9,Defense Contract Management Agency,W58RGZ21F0493,0.9,W58RGZ21F0493,0.9,DELIVERY ORDER W58RGZ21F0493 IN SUPPORT CH47F BLOCK II CONGRESSIONAL MANDATE,0.88,task/delivery order language,0.78,derived parser flag,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,0.78,derived parser flag,0.78,derived parser flag,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,BA,0.9,BA,The Boeing Company,0.9,The Boeing Company,,,,,,,2021-09-30,219.94000244140625,128918251196.79492,,0.0011377418494150854,0.0011377418494150854,,,,,0.008344064574368426,-0.04711189354046219,0.05545595811483062,-0.05108290793100223,-0.009080631761176794,-0.04200227616982544,large_cap,False,ok
government_contract_BA_FA852621F0018,BA,2021-10-01T12:00:00,government_contract,BA task order award candidate from source document.,task_order_award,government_contract_awards,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA852621F0018_9700_FA852621D0001_9700,unknown,unknown,unknown,medium,0.5,,"Government-contract parser candidate; not model-ready until review, mapping audit, parser audit, and context gates pass.",government_contract_awards,unreviewed,source_backed,machine_candidate,usaspending_CONT_AWD_FA852621F0018_9700_FA852621D0001_9700,task_order_award,True,False,True,False,False,0.94,240985203.96,240985203.96,,Department of Defense,FY22 VIRTUAL-FLEET-COMMON AND UNIQUE LABOR SUSTAINMENT FOR C17 FLEET.,,,"Review recipient mapping, funded-vs-ceiling value, timestamp source, and whether this is new work before modeling.",32,0.9,Department of Defense,0.9,source metadata,FA852621F0018,0.9,FA852621F0018,DELIVERY ORDER,0.9,DELIVERY ORDER,exact_public_company,0.9,exact_public_company,DELIVERY ORDER,0.9,DELIVERY ORDER,336411,0.9,336411,R499,0.9,R499,0.9,source metadata,THE BOEING COMPANY,0.9,THE BOEING COMPANY,2022-09-30,0.9,2022-09-30,2021-10-01,0.9,2021-10-01,prime,0.9,prime,0.9,source metadata,Department of the Air Force,0.9,Department of the Air Force,FA852621F0018,0.9,FA852621F0018,0.9,FY22 VIRTUAL-FLEET-COMMON AND UNIQUE LABOR SUSTAINMENT FOR C17 FLEET.,0.88,task/delivery order language,0.78,derived parser flag,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,0.78,derived parser flag,0.78,derived parser flag,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,BA,0.9,BA,The Boeing Company,0.9,The Boeing Company,,,,,,,2021-10-01,226.0,132470330304.0,,0.001819163607480817,0.001819163607480817,,,,,0.02341166565266173,-0.03874512267029917,0.0621567883229609,-0.045487198877047885,0.010932750152554238,-0.05641994902960212,large_cap,False,ok
government_contract_BA_FA852622F0002,BA,2021-10-01T12:00:00,government_contract,BA task order award candidate from source document.,task_order_award,government_contract_awards,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA852622F0002_9700_FA852621D0001_9700,unknown,unknown,unknown,high,0.7,,"Government-contract parser candidate; not model-ready until review, mapping audit, parser audit, and context gates pass.",government_contract_awards,unreviewed,source_backed,machine_candidate,usaspending_CONT_AWD_FA852622F0002_9700_FA852621D0001_9700,task_order_award,True,False,True,False,False,0.94,717181233.0,717181233.0,,Department of Defense,F22 C-17 MATERIAL,,,"Review recipient mapping, funded-vs-ceiling value, timestamp source, and whether this is new work before modeling.",32,0.9,Department of Defense,0.9,source metadata,FA852622F0002,0.9,FA852622F0002,DELIVERY ORDER,0.9,DELIVERY ORDER,exact_public_company,0.9,exact_public_company,DELIVERY ORDER,0.9,DELIVERY ORDER,336411,0.9,336411,R499,0.9,R499,0.9,source metadata,THE BOEING COMPANY,0.9,THE BOEING COMPANY,2022-09-30,0.9,2022-09-30,2021-10-01,0.9,2021-10-01,prime,0.9,prime,0.9,source metadata,Department of the Air Force,0.9,Department of the Air Force,FA852622F0002,0.9,FA852622F0002,0.9,F22 C-17 MATERIAL,0.88,task/delivery order language,0.78,derived parser flag,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,0.78,derived parser flag,0.78,derived parser flag,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,BA,0.9,BA,The Boeing Company,0.9,The Boeing Company,,,,,,,2021-10-01,226.0,132470330304.0,,0.005413900843714771,0.005413900843714771,,,,,0.02341166565266173,-0.03874512267029917,0.0621567883229609,-0.045487198877047885,0.010932750152554238,-0.05641994902960212,large_cap,False,ok
government_contract_BA_FA852622F0003,BA,2021-10-01T12:00:00,government_contract,BA task order award candidate from source document.,task_order_award,government_contract_awards,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA852622F0003_9700_FA852621D0001_9700,unknown,unknown,unknown,high,0.7,,"Government-contract parser candidate; not model-ready until review, mapping audit, parser audit, and context gates pass.",government_contract_awards,unreviewed,source_backed,machine_candidate,usaspending_CONT_AWD_FA852622F0003_9700_FA852621D0001_9700,task_order_award,True,False,True,False,False,0.94,349531403.4,349531403.4,,Department of Defense,C17 MX/MOD,,,"Review recipient mapping, funded-vs-ceiling value, timestamp source, and whether this is new work before modeling.",32,0.9,Department of Defense,0.9,source metadata,FA852622F0003,0.9,FA852622F0003,DELIVERY ORDER,0.9,DELIVERY ORDER,exact_public_company,0.9,exact_public_company,DELIVERY ORDER,0.9,DELIVERY ORDER,336411,0.9,336411,J015,0.9,J015,0.9,source metadata,THE BOEING COMPANY,0.9,THE BOEING COMPANY,2023-09-30,0.9,2023-09-30,2021-10-01,0.9,2021-10-01,prime,0.9,prime,0.9,source metadata,Defense Contract Management Agency,0.9,Defense Contract Management Agency,FA852622F0003,0.9,FA852622F0003,0.9,C17 MX/MOD,0.88,task/delivery order language,0.78,derived parser flag,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,0.78,derived parser flag,0.78,derived parser flag,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,BA,0.9,BA,The Boeing Company,0.9,The Boeing Company,,,,,,,2021-10-01,226.0,132470330304.0,,0.002638563688924732,0.002638563688924732,,,,,0.02341166565266173,-0.03874512267029917,0.0621567883229609,-0.045487198877047885,0.010932750152554238,-0.05641994902960212,large_cap,False,ok
government_contract_BA_FA810722F0002,BA,2021-10-15T12:00:00,government_contract,BA task order award candidate from source document.,task_order_award,government_contract_awards,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA810722F0002_9700_FA862819D1000_9700,unknown,unknown,unknown,medium,0.5,,"Government-contract parser candidate; not model-ready until review, mapping audit, parser audit, and context gates pass.",government_contract_awards,unreviewed,source_backed,machine_candidate,usaspending_CONT_AWD_FA810722F0002_9700_FA862819D1000_9700,task_order_award,True,False,True,False,False,0.94,182515399.74,182515399.74,,Department of Defense,B-52 COMMERCIAL ENGINE REPALCEMENT PROGRAM RAPID PROTOTYPING MATERIAL 1 LONG LEAD COMPONENTS,,,"Review recipient mapping, funded-vs-ceiling value, timestamp source, and whether this is new work before modeling.",32,0.9,Department of Defense,0.9,source metadata,FA810722F0002,0.9,FA810722F0002,DELIVERY ORDER,0.9,DELIVERY ORDER,exact_public_company,0.9,exact_public_company,DELIVERY ORDER,0.9,DELIVERY ORDER,336411,0.9,336411,1560,0.9,1560,0.9,source metadata,THE BOEING COMPANY,0.9,THE BOEING COMPANY,2033-05-31,0.9,2033-05-31,2021-10-15,0.9,2021-10-15,prime,0.9,prime,0.9,source metadata,Department of the Air Force,0.9,Department of the Air Force,FA810722F0002,0.9,FA810722F0002,0.9,B-52 COMMERCIAL ENGINE REPALCEMENT PROGRAM RAPID PROTOTYPING MATERIAL 1 LONG LEAD COMPONENTS,0.88,task/delivery order language,0.78,derived parser flag,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,0.78,derived parser flag,0.78,derived parser flag,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,BA,0.9,BA,The Boeing Company,0.9,The Boeing Company,,,,,,,2021-10-15,217.0399932861328,127218405308.81396,,0.0014346619052247698,0.0014346619052247698,,,,,0.017247809642172873,0.01012705205503206,0.0071207575871408135,-0.017340525719768296,0.027186063188088028,-0.044526588907856324,large_cap,False,ok
