event_id,ticker,event_time,source_doc_ids,usable_fact_count,source_type,source_url,source_evidence_text,biotech_catalyst_event_type,event_type,drug_asset,indication,trial_phase,nct_id,trial_name,primary_endpoint,endpoint_met,p_value,hazard_ratio,response_rate,overall_survival,progression_free_survival,safety_issue,adverse_event_language,fda_action,approval_status,complete_response_letter_flag,advisory_committee_vote_for,advisory_committee_vote_against,pdufa_date,accelerated_approval_flag,label_expansion_flag,affected_pipeline_asset_count,company_pipeline_concentration_notes,binary_catalyst_flag,clinical_trial_readout_flag,regulatory_decision_flag,designation_only_flag,safety_negative_flag,approval_or_label_expansion_flag,trial_failure_flag,trial_success_flag,pipeline_concentration_required_flag,event_direction_pre_price,materiality_pre_price,label_quality,evidence_status,parser_quality_flags,parser_quality_flags_confidence,parser_quality_flags_evidence,materiality,trial_phase_confidence,trial_phase_evidence,indication_confidence,indication_evidence,drug_asset_confidence,drug_asset_evidence,trial_name_confidence,trial_name_evidence,adverse_event_language_confidence,adverse_event_language_evidence,safety_issue_confidence,safety_issue_evidence,approval_status_confidence,approval_status_evidence,fda_action_confidence,fda_action_evidence,event_type_confidence,event_type_evidence,source_evidence_text_confidence,source_evidence_text_evidence,pdufa_date_confidence,pdufa_date_evidence,endpoint_met_confidence,endpoint_met_evidence,p_value_confidence,p_value_evidence,primary_endpoint_confidence,primary_endpoint_evidence,complete_response_letter_flag_confidence,complete_response_letter_flag_evidence,label_expansion_flag_confidence,label_expansion_flag_evidence,nct_id_confidence,nct_id_evidence,accelerated_approval_flag_confidence,accelerated_approval_flag_evidence,response_rate_confidence,response_rate_evidence,progression_free_survival_confidence,progression_free_survival_evidence,overall_survival_confidence,overall_survival_evidence,hazard_ratio_confidence,hazard_ratio_evidence,advisory_committee_vote_against_confidence,advisory_committee_vote_against_evidence,advisory_committee_vote_for_confidence,advisory_committee_vote_for_evidence,company_pipeline_concentration_notes_confidence,company_pipeline_concentration_notes_evidence,affected_pipeline_asset_count_confidence,affected_pipeline_asset_count_evidence
AXSM_8-K_2026-01-12_0001193125-26-009744,AXSM,2026-01-12T12:09:28,AXSM_8-K_2026-01-12_0001193125-26-009744_axsm-20260112;AXSM_8-K_2026-01-12_0001193125-26-009744_axsm-ex99_1,4,sec_exhibit,https://www.sec.gov/Archives/edgar/data/1579428/000119312526009744/axsm-ex99_1.htm,,unknown,,AUVELITY,the treatment of central nervous system (CNS) disorder,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,unknown,unknown,machine_candidate,needs_evidence_review,pipeline_table_requires_new_result,0.75,,0.45,,,0.78,"(NASDAQ: AXSM), a biopharmaceutical company leading a new era in the treatment of central nervous system (CNS) disorders, today announced preliminary fourth quarter and full year 2025 net product revenues for AUVELITY, SUNOSI, and SYMBRAVO",0.76,"(NASDAQ: AXSM), a biopharmaceutical company leading a new era in the treatment of central nervous system (CNS) disorders, today announced preliminary fourth quarter and full year 2025 net product revenues for AUVELITY, SUNOSI, and SYMBRAVO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXSM_8-K_2026-02-17_0001193125-26-053009,AXSM,2026-02-17T12:05:46,AXSM_8-K_2026-02-17_0001193125-26-053009_axsm-20260217;AXSM_8-K_2026-02-17_0001193125-26-053009_axsm-ex99_1,13,sec_primary_filing,https://www.sec.gov/Archives/edgar/data/1579428/000119312526053009/axsm-20260217.htm,"Under the terms of the settlement agreement, Axsome will grant Alkem a license to sell its generic version of SUNOSI beginning on or after September 1, 2040, if pediatric exclusivity is granted for SUNOSI, or on or after March 1, 2040, if no pediatric exclusivity is granted, subject to FDA approval and conditions and exceptions customary for agreements of this type",fda_approval,fda_approval,Alkem,the treatment of central nervous system (CNS) disorder,,,,,,,,,,,,,approval,approved,,,,,,,,,True,False,True,False,False,True,False,False,True,positive,medium,machine_candidate,source_backed,boilerplate_or_risk_factor_not_event;pipeline_table_requires_new_result;requires_pipeline_concentration_review,0.75,"Under the terms of the settlement agreement, Axsome will grant Alkem a license to sell its generic version of SUNOSI beginning on or after September 1, 2040, if pediatric exclusivity is granted for SUNOSI, or on or after March 1, 2040, if no pediatric exclusivity is granted, subject to FDA approval and conditions and exceptions customary for agreements of this type",0.68,,,0.78,"(NASDAQ: AXSM) (Axsome), a biopharmaceutical company leading a new era in the treatment of central nervous system (CNS) disorders, today announced that it has entered into a settlement agreement with Alkem Laboratories Ltd",0.76,"(NASDAQ: AXSM) (Axsome), a biopharmaceutical company leading a new era in the treatment of central nervous system (CNS) disorders, today announced that it has entered into a settlement agreement with Alkem Laboratories Ltd",,,,,,,0.94,"Under the terms of the settlement agreement, Axsome will grant Alkem a license to sell its generic version of SUNOSI beginning on or after September 1, 2040, if pediatric exclusivity is granted for SUNOSI, or on or after March 1, 2040, if no pediatric exclusivity is granted, subject to FDA approval and conditions and exceptions customary for agreements of this type",0.94,"Under the terms of the settlement agreement, Axsome will grant Alkem a license to sell its generic version of SUNOSI beginning on or after September 1, 2040, if pediatric exclusivity is granted for SUNOSI, or on or after March 1, 2040, if no pediatric exclusivity is granted, subject to FDA approval and conditions and exceptions customary for agreements of this type",0.94,"Under the terms of the settlement agreement, Axsome will grant Alkem a license to sell its generic version of SUNOSI beginning on or after September 1, 2040, if pediatric exclusivity is granted for SUNOSI, or on or after March 1, 2040, if no pediatric exclusivity is granted, subject to FDA approval and conditions and exceptions customary for agreements of this type",0.94,"Under the terms of the settlement agreement, Axsome will grant Alkem a license to sell its generic version of SUNOSI beginning on or after September 1, 2040, if pediatric exclusivity is granted for SUNOSI, or on or after March 1, 2040, if no pediatric exclusivity is granted, subject to FDA approval and conditions and exceptions customary for agreements of this type",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXSM_8-K_2026-04-01_0001193125-26-135669,AXSM,2026-04-01T11:05:09,AXSM_8-K_2026-04-01_0001193125-26-135669_axsm-20260401;AXSM_8-K_2026-04-01_0001193125-26-135669_axsm-ex99_1,7,sec_primary_filing,https://www.sec.gov/Archives/edgar/data/1579428/000119312526135669/axsm-20260401.htm,,unknown,,Schizophrenia,Schizophrenia and Other Neuropsychiatric Conditions Axsome obtains exclusive global rights to balipodect,phase_3,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,unknown,unknown,machine_candidate,needs_evidence_review,pipeline_table_requires_new_result,0.75,,0.45,0.92,"Axsome intends to develop the selective inhibitor for the treatment of schizophrenia and Tourette syndrome, and plans to begin Phase 3 trial-enabling activities for the schizophrenia indication in 2026. “We are pleased to add balipodect, a selective PDE10A inhibitor, to our industry-leading neuroscience pipeline",0.78,"EX-99.1 2 axsm-ex99_1.htm EX-99.1 EX-99.1 Exhibit 99.1 Axsome Therapeutics Acquires Selective PDE10A Inhibitor Balipodect for the Treatment of Schizophrenia and Other Neuropsychiatric Conditions Axsome obtains exclusive global rights to balipodect, a potentially first-in-class selective phosphodiesterase 10A inhibitor Acquisition further expands Axsome’s industry-leading CNS portfolio with a novel mechanism for neuropsychiatric conditions NEW YORK, April 1, 2026, (Globe Newswire) – Axsome Therapeutics, Inc",0.76,"EX-99.1 2 axsm-ex99_1.htm EX-99.1 EX-99.1 Exhibit 99.1 Axsome Therapeutics Acquires Selective PDE10A Inhibitor Balipodect for the Treatment of Schizophrenia and Other Neuropsychiatric Conditions Axsome obtains exclusive global rights to balipodect, a potentially first-in-class selective phosphodiesterase 10A inhibitor Acquisition further expands Axsome’s industry-leading CNS portfolio with a novel mechanism for neuropsychiatric conditions NEW YORK, April 1, 2026, (Globe Newswire) – Axsome Therapeutics, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXSM_8-K_2026-04-30_0001193125-26-197857,AXSM,2026-04-30T21:19:05,AXSM_8-K_2026-04-30_0001193125-26-197857_axsm-20260430;AXSM_8-K_2026-04-30_0001193125-26-197857_axsm-ex99_1,19,sec_exhibit,https://www.sec.gov/Archives/edgar/data/1579428/000119312526197857/axsm-ex99_1.htm,Food and Drug Administration (FDA) has approved AUVELITY® for the treatment of agitation associated with dementia due to Alzheimer’s disease,fda_approval,fda_approval,Alzheimer,agitation associated with dementia due to Alzheimer’s disease,phase_3,,ADVANCE-1,,,,,,,,True,"AUC CON BS 04/2026 Please see full Prescribing Information, including Boxed Warning for suicidal thoughts and behaviors, and Medication Guide",approval,approved,,,,,,True,,,True,False,True,False,True,True,False,False,True,positive,medium,machine_candidate,source_backed,pipeline_table_requires_new_result;requires_pipeline_concentration_review;safety_issue_present,0.75,Food and Drug Administration (FDA) has approved AUVELITY® for the treatment of agitation associated with dementia due to Alzheimer’s disease,0.68,0.92,” 1 The FDA approval of AUVELITY for agitation associated with dementia due to Alzheimer’s disease is supported by a comprehensive clinical program which included the Phase 3 ADVANCE-1 and ACCORD-2 studies,0.78,Food and Drug Administration (FDA) has approved AUVELITY® for the treatment of agitation associated with dementia due to Alzheimer’s disease,0.76,Food and Drug Administration (FDA) has approved AUVELITY® for the treatment of agitation associated with dementia due to Alzheimer’s disease,0.7,"In the ADVANCE-1 trial, the most common (incidence ≥5% for AUVELITY and more than twice as frequently as placebo) adverse reactions were dizziness and dyspepsia",0.82,"AUC CON BS 04/2026 Please see full Prescribing Information, including Boxed Warning for suicidal thoughts and behaviors, and Medication Guide",0.82,"AUC CON BS 04/2026 Please see full Prescribing Information, including Boxed Warning for suicidal thoughts and behaviors, and Medication Guide",0.94,Food and Drug Administration (FDA) has approved AUVELITY® for the treatment of agitation associated with dementia due to Alzheimer’s disease,0.94,Food and Drug Administration (FDA) has approved AUVELITY® for the treatment of agitation associated with dementia due to Alzheimer’s disease,0.94,Food and Drug Administration (FDA) has approved AUVELITY® for the treatment of agitation associated with dementia due to Alzheimer’s disease,0.94,Food and Drug Administration (FDA) has approved AUVELITY® for the treatment of agitation associated with dementia due to Alzheimer’s disease,,,,,,,,,,,0.92,"The AUVELITY supplemental New Drug Application (sNDA) for the treatment of agitation associated with dementia due to Alzheimer’s disease was evaluated by the FDA under Priority Review, which is granted by the FDA to applications for medicines that, if approved, would provide significant improvements in the effectiveness or safety of the treatment, diagnosis, or prevention of serious conditions when compared to standard applications",,,,,,,,,,,,,,,,,,,,
AXSM_8-K_2026-05-04_0001193125-26-202506,AXSM,2026-05-04T11:07:33,AXSM_8-K_2026-05-04_0001193125-26-202506_axsm-20260504;AXSM_8-K_2026-05-04_0001193125-26-202506_axsm-ex99_1;AXSM_8-K_2026-05-04_0001193125-26-202506_axsm-ex99_2,11,sec_exhibit,https://www.sec.gov/Archives/edgar/data/1579428/000119312526202506/axsm-ex99_1.htm,"“Axsome had a tremendous start to 2026. Our commercial business delivered robust year-over-year growth in the first quarter, Auvelity was approved by the FDA as a first-in-class medicine for the treatment of agitation associated with dementia due to Alzheimer’s disease, and we added a potentially first-in-class Phase 3-ready PDE10A inhibitor for schizophrenia and Tourette syndrome to our pipeline,” said Herriot Tabuteau, MD, Chief Executive Officer of Axsome Therapeutics",fda_approval,fda_approval,Alzheimer,the treatment of central nervous system (CNS) disorder,phase_3,,,,,,,,,,,,approval,approved,,,,,,,,,True,False,True,False,False,True,False,False,True,positive,medium,machine_candidate,source_backed,pipeline_table_requires_new_result;requires_pipeline_concentration_review,0.75,,0.68,0.92,"“Axsome had a tremendous start to 2026. Our commercial business delivered robust year-over-year growth in the first quarter, Auvelity was approved by the FDA as a first-in-class medicine for the treatment of agitation associated with dementia due to Alzheimer’s disease, and we added a potentially first-in-class Phase 3-ready PDE10A inhibitor for schizophrenia and Tourette syndrome to our pipeline,” said Herriot Tabuteau, MD, Chief Executive Officer of Axsome Therapeutics",0.78,"(NASDAQ: AXSM), a biopharmaceutical company leading a new era in the treatment of central nervous system (CNS) disorders, today announced financial results for the first quarter of 2026 and provided a general business update",0.76,"“Axsome had a tremendous start to 2026. Our commercial business delivered robust year-over-year growth in the first quarter, Auvelity was approved by the FDA as a first-in-class medicine for the treatment of agitation associated with dementia due to Alzheimer’s disease, and we added a potentially first-in-class Phase 3-ready PDE10A inhibitor for schizophrenia and Tourette syndrome to our pipeline,” said Herriot Tabuteau, MD, Chief Executive Officer of Axsome Therapeutics",,,,,,,0.94,"“Axsome had a tremendous start to 2026. Our commercial business delivered robust year-over-year growth in the first quarter, Auvelity was approved by the FDA as a first-in-class medicine for the treatment of agitation associated with dementia due to Alzheimer’s disease, and we added a potentially first-in-class Phase 3-ready PDE10A inhibitor for schizophrenia and Tourette syndrome to our pipeline,” said Herriot Tabuteau, MD, Chief Executive Officer of Axsome Therapeutics",0.94,"“Axsome had a tremendous start to 2026. Our commercial business delivered robust year-over-year growth in the first quarter, Auvelity was approved by the FDA as a first-in-class medicine for the treatment of agitation associated with dementia due to Alzheimer’s disease, and we added a potentially first-in-class Phase 3-ready PDE10A inhibitor for schizophrenia and Tourette syndrome to our pipeline,” said Herriot Tabuteau, MD, Chief Executive Officer of Axsome Therapeutics",0.94,"“Axsome had a tremendous start to 2026. Our commercial business delivered robust year-over-year growth in the first quarter, Auvelity was approved by the FDA as a first-in-class medicine for the treatment of agitation associated with dementia due to Alzheimer’s disease, and we added a potentially first-in-class Phase 3-ready PDE10A inhibitor for schizophrenia and Tourette syndrome to our pipeline,” said Herriot Tabuteau, MD, Chief Executive Officer of Axsome Therapeutics",0.94,"“Axsome had a tremendous start to 2026. Our commercial business delivered robust year-over-year growth in the first quarter, Auvelity was approved by the FDA as a first-in-class medicine for the treatment of agitation associated with dementia due to Alzheimer’s disease, and we added a potentially first-in-class Phase 3-ready PDE10A inhibitor for schizophrenia and Tourette syndrome to our pipeline,” said Herriot Tabuteau, MD, Chief Executive Officer of Axsome Therapeutics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAM_8-K_2020-06-29_0000950123-20-006470,BEAM,2020-06-29T13:28:40,BEAM_8-K_2020-06-29_0000950123-20-006470_d926890d8k,2,sec_primary_filing,https://www.sec.gov/Archives/edgar/data/1745999/000095012320006470/d926890d8k.htm,,unknown,,,,phase_1,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,unknown,unknown,machine_candidate,needs_evidence_review,pipeline_table_requires_new_result,0.75,"June 27, 2020 disclosing new preclinical proof-of-concept data in non-human primates that “demonstrate the successful",0.45,0.86,"As previously reported by Verve, after the completion of Phase 1 studies, the Company has the ability to participate in future development and commercialization, and share 50% of U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAM_8-K_2021-01-12_0001564590-21-000920,BEAM,2021-01-12T12:00:42,BEAM_8-K_2021-01-12_0001564590-21-000920_beam-8k_20210112;BEAM_8-K_2021-01-12_0001564590-21-000920_beam-ex991_6,3,sec_exhibit,https://www.sec.gov/Archives/edgar/data/1745999/000156459021000920/beam-ex991_6.htm,,unknown,,,(Normal) Glutamic acid (HbA) Valine (HbS) Sickle β-globin (Disease,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,unknown,unknown,machine_candidate,needs_evidence_review,pipeline_table_requires_new_result,0.75,,0.45,,,0.78,"Common β-globin (Normal) Glutamic acid (HbA) Valine (HbS) Sickle β-globin (Disease) Makassar β-globin (Normal) Alanine (HbG) 15 BEAM-102: Highly efficient, novel direct correction of sickle mutation in sickle patient cells Allelic editing of 100 individual erythroid colonies post-electroporation was assessed for the Makassar edit by NGS using cells from HbSS donor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAM_8-K_2021-01-13_0001564590-21-001028,BEAM,2021-01-12T23:11:30,BEAM_8-K_2021-01-13_0001564590-21-001028_beam-8k_20210112,4,sec_primary_filing,https://www.sec.gov/Archives/edgar/data/1745999/000156459021001028/beam-8k_20210112.htm,,unknown,,VERVE-101,heterozygous familial hypercholesterolemia (HeFH),phase_1,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,unknown,unknown,machine_candidate,needs_evidence_review,pipeline_table_requires_new_result,0.75,"(“Verve”), issued a press release on January 12, 2021 disclosing new preclinical data in non-human primates “demonstrating both durable and consistent lowering of blood low-density lipoprotein cholesterol (LDL-C) levels at six months after a single gene editing treatment",0.45,0.86,"As previously reported by Verve, after the completion of Phase 1 studies, the Company has the ability to participate in future development and commercialization, and share 50% of U",0.78,"” Verve reported that it “has selected VERVE-101 as its lead product to be developed initially for the treatment of heterozygous familial hypercholesterolemia (HeFH), a potentially fatal genetic heart disease",0.86,"” Verve reported that it “has selected VERVE-101 as its lead product to be developed initially for the treatment of heterozygous familial hypercholesterolemia (HeFH), a potentially fatal genetic heart disease",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAM_8-K_2021-01-19_0001193125-21-010753,BEAM,2021-01-19T11:46:53,BEAM_8-K_2021-01-19_0001193125-21-010753_d65346d8k;BEAM_8-K_2021-01-19_0001193125-21-010753_d65346dex991,2,sec_primary_filing,https://www.sec.gov/Archives/edgar/data/1745999/000119312521010753/d65346d8k.htm,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,unknown,unknown,machine_candidate,needs_evidence_review,boilerplate_or_risk_factor_not_event;pipeline_table_requires_new_result,0.75,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAM_8-K_2021-02-23_0001193125-21-051599,BEAM,2021-02-23T13:43:59,BEAM_8-K_2021-02-23_0001193125-21-051599_d138682d8k;BEAM_8-K_2021-02-23_0001193125-21-051599_d138682dex991,3,sec_exhibit,https://www.sec.gov/Archives/edgar/data/1745999/000119312521051599/d138682dex991.htm,,unknown,,Beam,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,unknown,unknown,machine_candidate,needs_evidence_review,boilerplate_or_risk_factor_not_event;pipeline_table_requires_new_result,0.75,,0.45,,,,,0.76,"(“GuideTx”), a developer of nonviral drug delivery vehicles for genetic medicines, further expanding the potential reach of Beam’s genetic medicines into new target tissues and diseases",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAM_8-K_2021-04-01_0001193125-21-103255,BEAM,2021-04-01T11:48:53,BEAM_8-K_2021-04-01_0001193125-21-103255_d161815d8k,1,sec_primary_filing,https://www.sec.gov/Archives/edgar/data/1745999/000119312521103255/d161815d8k.htm,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,unknown,unknown,machine_candidate,needs_evidence_review,pipeline_table_requires_new_result,0.75,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAM_8-K_2021-07-07_0001193125-21-209865,BEAM,2021-07-07T20:01:55,BEAM_8-K_2021-07-07_0001193125-21-209865_d187752d8k,1,sec_primary_filing,https://www.sec.gov/Archives/edgar/data/1745999/000119312521209865/d187752d8k.htm,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,unknown,unknown,machine_candidate,needs_evidence_review,pipeline_table_requires_new_result,0.75,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAM_8-K_2022-01-10_0000950170-22-000163,BEAM,2022-01-10T11:45:13,BEAM_8-K_2022-01-10_0000950170-22-000163_beam-20220109;BEAM_8-K_2022-01-10_0000950170-22-000163_beam-ex99_1;BEAM_8-K_2022-01-10_0000950170-22-000163_beam-ex99_2,14,sec_primary_filing,https://www.sec.gov/Archives/edgar/data/1745999/000095017022000163/beam-20220109.htm,,unknown,,BEAM-101,vivo base editing programs for three targets for rare genetic disease,phase_1_2,,BEACON-101,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,unknown,unknown,machine_candidate,needs_evidence_review,boilerplate_or_risk_factor_not_event;pipeline_table_requires_new_result;publication_or_conference_notice_not_topline;trial_design_not_binary,0.75,"On January 9, 2022, Beam issued a press release announcing future research and development goals for its clinical and preclinical programs",0.45,0.86,EX-99.2 3 beam-ex99_2.htm EX-99.2 EX-99.2 Exhibit 99.2 Beam Therapeutics Reports Progress Across Ex Vivo and In Vivo Pipeline of Base Editing Therapeutics and Outlines Key Anticipated 2022 Milestones First Subject Anticipated to be Enrolled in BEAM-101 Phase 1/2 Clinical Trial for the Treatment of Sickle Cell Disease in the Second Half of 2022 BEAM-301 Named as Fourth Development Candidate for the Treatment of Glycogen Storage Disease Type Ia Nomination of Two Additional Development Candidates Anticipated in 2022 Company to Present Pipeline and Business Updates at 40th Annual J,0.78,"On January 10, 2022, Beam announced that it has entered into an exclusive four-year research collaboration (the ""Collaboration"") with Pfizer focused on in vivo base editing programs for three targets for rare genetic diseases of the liver, muscle and central nervous system",0.86,"the initiation, timing, progress and results of preclinical studies and research and development programs, including the initiation and progress of clinical trials, including Beam's anticipated Phase 1/2 trial designed to assess the safety and efficacy of BEAM-101 for the treatment of sickle cell disease",0.7,"EX-99.1 2 beam-ex99_1.htm EX-99.1 PRECISION GENETIC MEDICINES THROUGH BASE EDITING Beam Therapeutics NASDAQ: BEAM Exhibit 99.1 This presentation contains forward-looking statements within the meaning of the Private Securities Litigation Reform Act of 1995. Such forward-looking statements include statements regarding: the initiation, timing, progress and results of preclinical studies and research and development programs, including the initiation and progress of clinical trials, including our anticipated Phase 1/2 trial designed to assess the safety and efficacy of BEAM-101 for the treatment of sickle cell disease, which we refer to as our BEACON-101 trial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAM_8-K_2022-08-01_0000950170-22-013559,BEAM,2022-08-01T10:50:30,BEAM_8-K_2022-08-01_0000950170-22-013559_beam-20220801;BEAM_8-K_2022-08-01_0000950170-22-013559_beam-ex99_1,16,sec_primary_filing,https://www.sec.gov/Archives/edgar/data/1745999/000095017022013559/beam-20220801.htm,Food and Drug Administration (FDA) that the BEAM-201 Investigational New Drug (IND) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia (T-ALL)/T cell lymphoblastic lymphoma (T-LL) has been placed on clinical hold,trial_halt,trial_halt,BEAM-201,relapsed/refractory T-cell acute lymphoblastic leukemia (T-ALL)/T cell lymphoblastic lymphoma (T-LL) has been placed on clinical hold,,,,,,,,,,,True,"EX-99.1 2 beam-ex99_1.htm EX-99.1 EX-99.1 Exhibit 99.1 Beam Therapeutics Announces FDA Clinical Hold on BEAM-201 IND Application CAMBRIDGE, Mass",clinical_hold_or_trial_halt,,,,,,,,,,True,False,False,False,True,False,True,False,True,negative,high,machine_candidate,source_backed,boilerplate_or_risk_factor_not_event;pipeline_table_requires_new_result;requires_pipeline_concentration_review;safety_issue_present;safety_review_required,0.75,Food and Drug Administration (FDA) that the BEAM-201 Investigational New Drug (IND) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia (T-ALL)/T cell lymphoblastic lymphoma (T-LL) has been placed on clinical hold,0.82,,,0.78,Food and Drug Administration (FDA) that the BEAM-201 Investigational New Drug (IND) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia (T-ALL)/T cell lymphoblastic lymphoma (T-LL) has been placed on clinical hold,0.86,Food and Drug Administration (“FDA”) that the BEAM-201 investigational new drug (“IND”) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia (“T-ALL”)/T cell lymphoblastic lymphoma (“T-LL”) has been placed on clinical hold,,,0.82,"EX-99.1 2 beam-ex99_1.htm EX-99.1 EX-99.1 Exhibit 99.1 Beam Therapeutics Announces FDA Clinical Hold on BEAM-201 IND Application CAMBRIDGE, Mass",0.82,Food and Drug Administration (“FDA”) that the BEAM-201 investigational new drug (“IND”) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia (“T-ALL”)/T cell lymphoblastic lymphoma (“T-LL”) has been placed on clinical hold,,,0.92,Food and Drug Administration (FDA) that the BEAM-201 Investigational New Drug (IND) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia (T-ALL)/T cell lymphoblastic lymphoma (T-LL) has been placed on clinical hold,0.92,Food and Drug Administration (FDA) that the BEAM-201 Investigational New Drug (IND) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia (T-ALL)/T cell lymphoblastic lymphoma (T-LL) has been placed on clinical hold,0.92,Food and Drug Administration (FDA) that the BEAM-201 Investigational New Drug (IND) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia (T-ALL)/T cell lymphoblastic lymphoma (T-LL) has been placed on clinical hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAM_8-K_2022-08-30_0000950170-22-017868,BEAM,2022-08-30T11:08:34,BEAM_8-K_2022-08-30_0000950170-22-017868_beam-20220825,8,sec_primary_filing,https://www.sec.gov/Archives/edgar/data/1745999/000095017022017868/beam-20220825.htm,"Food and Drug Administration (FDA), that the BEAM-201 Investigational New Drug (IND) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia/T-cell lymphoblastic lymphoma had been placed on clinical hold",trial_halt,trial_halt,BEAM-201,relapsed/refractory T-cell acute lymphoblastic leukemia/T-cell lymphoblastic lymphoma had been placed on clinical hold,,,,,,,,,,,True,"Food and Drug Administration (FDA), that the BEAM-201 Investigational New Drug (IND) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia/T-cell lymphoblastic lymphoma had been placed on clinical hold",clinical_hold_or_trial_halt,,,,,,,,,,True,False,False,False,True,False,True,False,True,negative,high,machine_candidate,source_backed,boilerplate_or_risk_factor_not_event;pipeline_table_requires_new_result;previously_announced_not_new;requires_pipeline_concentration_review;safety_issue_present;safety_review_required,0.75,"Food and Drug Administration (FDA), that the BEAM-201 Investigational New Drug (IND) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia/T-cell lymphoblastic lymphoma had been placed on clinical hold",0.82,,,0.78,"Food and Drug Administration (FDA), that the BEAM-201 Investigational New Drug (IND) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia/T-cell lymphoblastic lymphoma had been placed on clinical hold",0.86,"Food and Drug Administration (FDA), that the BEAM-201 Investigational New Drug (IND) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia/T-cell lymphoblastic lymphoma had been placed on clinical hold",,,0.82,"Food and Drug Administration (FDA), that the BEAM-201 Investigational New Drug (IND) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia/T-cell lymphoblastic lymphoma had been placed on clinical hold",0.82,"Food and Drug Administration (FDA), that the BEAM-201 Investigational New Drug (IND) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia/T-cell lymphoblastic lymphoma had been placed on clinical hold",,,0.92,"Food and Drug Administration (FDA), that the BEAM-201 Investigational New Drug (IND) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia/T-cell lymphoblastic lymphoma had been placed on clinical hold",0.92,"Food and Drug Administration (FDA), that the BEAM-201 Investigational New Drug (IND) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia/T-cell lymphoblastic lymphoma had been placed on clinical hold",0.92,"Food and Drug Administration (FDA), that the BEAM-201 Investigational New Drug (IND) application for the treatment of relapsed/refractory T-cell acute lymphoblastic leukemia/T-cell lymphoblastic lymphoma had been placed on clinical hold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
