event_id,ticker,recipient_name,contract_number,award_date,event_time,source_type,source_url,award_amount,obligated_amount,award_amount_pct_market_cap,obligated_amount_pct_market_cap,company_size_bucket,small_cap_flag,public_announcement_priority_score,public_announcement_priority_reason,public_announcement_link_status
government_contract_HII_N0002421C2106,HII,HUNTINGTON INGALLS INC,N0002421C2106,2021-02-19,2021-02-19T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0002421C2106_9700_-NONE-_-NONE-,3368736971.67,3368736971.67,0.5151556192120003,0.5151556192120003,mid_cap,False,36.0,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_HII_N0002423C2307,HII,HUNTINGTON INGALLS INCORPORATED,N0002423C2307,2023-08-01,2023-08-01T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0002423C2307_9700_-NONE-_-NONE-,6948190150.83,6948190150.83,0.8030143324952933,0.8030143324952933,mid_cap,False,36.0,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_LUNR_80JSC024F0079,LUNR,"INTUITIVE MACHINES, LLC",80JSC024F0079,2024-08-29,2024-08-29T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_80JSC024F0079_8000_80HQTR19D0010_8000,88031400.0,88031400.0,0.21698016472467,0.21698016472467,small_cap,True,35.698016472467,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_SAIC_19AQMM21F2945,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,19AQMM21F2945,2021-07-30,2021-07-30T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_19AQMM21F2945_1900_47QTCK18D0001_4732,805559930.65,805559930.65,0.1701651827357941,0.1701651827357941,mid_cap,False,31.016518273579408,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_KTOS_N0001923C0021,KTOS,"KRATOS UNMANNED AERIAL SYSTEMS, INC",N0001923C0021,2023-01-31,2023-01-31T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0001923C0021_9700_-NONE-_-NONE-,238798157.3,238798157.3,0.1655782271881825,0.1655782271881825,small_cap,True,30.55782271881825,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_SAIC_W31P4Q21F0095,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,W31P4Q21F0095,2021-03-03,2021-03-03T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W31P4Q21F0095_9700_GS00Q14OADU428_4732,748096207.94,748096207.94,0.1609695638213176,0.1609695638213176,mid_cap,False,30.09695638213176,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_AVAV_W58RGZ23C0007,AVAV,"AEROVIRONMENT, INC",W58RGZ23C0007,2022-11-09,2022-11-09T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W58RGZ23C0007_9700_-NONE-_-NONE-,323492026.34,323492026.34,0.1587993772133712,0.1587993772133712,mid_cap,False,29.87993772133712,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_LMT_N0001923C0003,LMT,LOCKHEED MARTIN CORPORATION,N0001923C0003,2022-12-23,2022-12-23T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0001923C0003_9700_-NONE-_-NONE-,24499786640.0,24499786640.0,0.2109950786631474,0.2109950786631474,large_cap,False,28.09950786631474,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_BAH_47QFCA21F0018,BAH,BOOZ ALLEN HAMILTON INC,47QFCA21F0018,2021-03-09,2021-03-09T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_47QFCA21F0018_4732_47QTCK18D0004_4732,1379603153.12,1379603153.12,0.140800564877678,0.140800564877678,mid_cap,False,28.0800564877678,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_SAIC_70B04C20F00001359,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,70B04C20F00001359,2021-09-15,2021-09-15T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_70B04C20F00001359_7014_47QTCK18D0001_4732,596474053.88,596474053.88,0.1290160692595959,0.1290160692595959,mid_cap,False,26.90160692595959,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_CACI_47QFCA21F0087,CACI,"CACI NSS, LLC",47QFCA21F0087,2021-09-30,2021-09-30T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_47QFCA21F0087_4732_GS00Q14OADU121_4732,758932648.33,758932648.33,0.1227668830147778,0.1227668830147778,mid_cap,False,26.27668830147778,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_CACI_140D0422C0009,CACI,ACACIA CENTER FOR JUSTICE,140D0422C0009,2022-03-30,2022-03-30T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_140D0422C0009_1406_-NONE-_-NONE-,832386515.82,832386515.82,0.1168317289592372,0.1168317289592372,mid_cap,False,25.683172895923718,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_SAIC_N0002422C6419,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,N0002422C6419,2021-11-23,2021-11-23T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0002422C6419_9700_-NONE-_-NONE-,509638059.8,509638059.8,0.1058896358602069,0.1058896358602069,mid_cap,False,24.58896358602069,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_HII_N0002424C2106,HII,HUNTINGTON INGALLS INC,N0002424C2106,2023-12-01,2023-12-01T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0002424C2106_9700_-NONE-_-NONE-,1214509016.0,1214509016.0,0.1342778656743641,0.1342778656743641,mid_cap,False,24.427786567436407,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_HII_N0002424C2473,HII,HUNTINGTON INGALLS INCORPORATED,N0002424C2473,2024-09-20,2024-09-20T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0002424C2473_9700_-NONE-_-NONE-,1747000000.0,1747000000.0,0.1721298729888775,0.1721298729888775,large_cap,False,24.21298729888775,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_SAIC_47QFCA25F0009,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,47QFCA25F0009,2025-03-13,2025-03-13T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_47QFCA25F0009_4732_47QFCA22D0337_4732,508646094.01,508646094.01,0.101558712072003,0.101558712072003,mid_cap,False,24.1558712072003,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_SAIC_W31P4Q21F0033,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,W31P4Q21F0033,2021-01-06,2021-01-06T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W31P4Q21F0033_9700_GS00Q14OADU516_4732,510678182.57,510678182.57,0.0998881171469265,0.0998881171469265,mid_cap,False,23.988811714692652,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_CACI_HS002123F0020,CACI,"CACI, INC. - FEDERAL",HS002123F0020,2023-03-01,2023-03-01T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_HS002123F0020_9700_HS002123D0002_9700,652382166.3,652382166.3,0.0944116323679356,0.0944116323679356,mid_cap,False,23.44116323679356,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_BAH_36C10B21N10070021,BAH,BOOZ ALLEN HAMILTON INC,36C10B21N10070021,2021-05-17,2021-05-17T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_36C10B21N10070021_3600_VA11816D1007_3600,1365285599.63,1365285599.63,0.1306034609922546,0.1306034609922546,large_cap,False,23.06034609922546,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_CACI_47QFRA24F0005,CACI,"CACI, INC. - FEDERAL",47QFRA24F0005,2024-05-01,2024-05-01T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_47QFRA24F0005_4732_47QTCK18D0009_4732,767605594.4,767605594.4,0.084442768795354,0.084442768795354,mid_cap,False,22.4442768795354,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_CACI_FA807522F0030,CACI,"CACI, INC. - FEDERAL",FA807522F0030,2022-05-04,2022-05-04T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA807522F0030_9700_FA807518D0006_9700,468333874.38,468333874.38,0.0733398843201055,0.0733398843201055,mid_cap,False,21.33398843201055,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_SAIC_47QFCA23F0017,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,47QFCA23F0017,2023-03-02,2023-03-02T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_47QFCA23F0017_4732_47QTCK18D0001_4732,388673246.26,388673246.26,0.068449994829136,0.068449994829136,mid_cap,False,20.8449994829136,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_BAH_36C10B21N10150057,BAH,BOOZ ALLEN HAMILTON INC,36C10B21N10150057,2021-09-30,2021-09-30T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_36C10B21N10150057_3600_VA11816D1015_3600,663401920.57,663401920.57,0.0672384870332245,0.0672384870332245,mid_cap,False,20.72384870332245,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_CACI_47QFCA21F0057,CACI,"CACI NSS, LLC",47QFCA21F0057,2021-06-30,2021-06-30T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_47QFCA21F0057_4732_GS00Q14OADU121_4732,399565757.08,399565757.08,0.0665027285413079,0.0665027285413079,mid_cap,False,20.65027285413079,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_KTOS_N0042123C0010,KTOS,"KRATOS UNMANNED AERIAL SYSTEMS, INC",N0042123C0010,2022-12-30,2022-12-30T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0042123C0010_9700_-NONE-_-NONE-,83517930.39,83517930.39,0.0642506870343331,0.0642506870343331,small_cap,True,20.42506870343331,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_SAIC_FA873022F0071,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,FA873022F0071,2022-03-24,2022-03-24T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA873022F0071_9700_47QTCK18D0001_4732,301099312.74,301099312.74,0.0616964980506289,0.0616964980506289,mid_cap,False,20.16964980506289,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_HII_N0002424C2467,HII,HUNTINGTON INGALLS INCORPORATED,N0002424C2467,2023-11-17,2023-11-17T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0002424C2467_9700_-NONE-_-NONE-,806951059.0,806951059.0,0.0904590488753541,0.0904590488753541,mid_cap,False,20.045904887535407,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_BAH_36C10B21N10150056,BAH,BOOZ ALLEN HAMILTON INC,36C10B21N10150056,2021-01-08,2021-01-08T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_36C10B21N10150056_3600_VA11816D1015_3600,1139008033.13,1139008033.13,0.0993379534821548,0.0993379534821548,large_cap,False,19.93379534821548,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_LUNR_FA945323CX010,LUNR,"INTUITIVE MACHINES, LLC",FA945323CX010,2023-09-29,2023-09-29T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA945323CX010_9700_-NONE-_-NONE-,17735214.0,17735214.0,0.0577262089444513,0.0577262089444513,small_cap,True,19.77262089444513,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_RDW_FA945324CX039,RDW,"LOADPATH, LLC",FA945324CX039,2024-09-24,2024-09-24T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA945324CX039_9700_-NONE-_-NONE-,15367849.73,15367849.73,0.0575933027226146,0.0575933027226146,small_cap,True,19.759330272261458,high_materiality_or_priority_ticker,needs_public_announcement_link
