event_id,ticker,event_time,source_doc_ids,usable_fact_count,source_type,source_url,release_session,agency,agency_confidence,agency_evidence,task_order_number,task_order_number_confidence,task_order_number_evidence,award_amount,award_amount_confidence,award_amount_evidence,award_type,award_type_confidence,award_type_evidence,contract_number,contract_number_confidence,contract_number_evidence,contract_type,contract_type_confidence,contract_type_evidence,obligated_amount,obligated_amount_confidence,obligated_amount_evidence,mapping_type,mapping_type_confidence,mapping_type_evidence,mapped_ticker,mapped_ticker_confidence,mapped_ticker_evidence,naics_code,naics_code_confidence,naics_code_evidence,recipient_mapping_confidence,recipient_mapping_confidence_confidence,recipient_mapping_confidence_evidence,recipient_name,recipient_name_confidence,recipient_name_evidence,product_or_service_description,product_or_service_description_confidence,product_or_service_description_evidence,period_of_performance_start,period_of_performance_start_confidence,period_of_performance_start_evidence,prime_or_sub,prime_or_sub_confidence,prime_or_sub_evidence,period_of_performance_end,period_of_performance_end_confidence,period_of_performance_end_evidence,parent_company_name,parent_company_name_confidence,parent_company_name_evidence,sub_agency,sub_agency_confidence,sub_agency_evidence,subsidiary_name,subsidiary_name_confidence,subsidiary_name_evidence,psc_code,psc_code_confidence,psc_code_evidence,government_contract_event_type,government_contract_event_type_confidence,government_contract_event_type_evidence,actual_funded_award_flag,actual_funded_award_flag_confidence,actual_funded_award_flag_evidence,incumbent_or_extension_flag,incumbent_or_extension_flag_confidence,incumbent_or_extension_flag_evidence,ceiling_only_flag,ceiling_only_flag_confidence,ceiling_only_flag_evidence,modification_flag,modification_flag_confidence,modification_flag_evidence,new_work_flag,new_work_flag_confidence,new_work_flag_evidence,new_vs_modification,new_vs_modification_confidence,new_vs_modification_evidence,materiality_context_required_flag,materiality_context_required_flag_confidence,materiality_context_required_flag_evidence,option_exercise_flag,option_exercise_flag_confidence,option_exercise_flag_evidence,recompete_or_extension_flag,recompete_or_extension_flag_confidence,recompete_or_extension_flag_evidence,prime_contractor_flag,prime_contractor_flag_confidence,prime_contractor_flag_evidence,subcontractor_flag,subcontractor_flag_confidence,subcontractor_flag_evidence,parser_quality_flags,parser_quality_flags_confidence,parser_quality_flags_evidence,model_eligible_candidate_flag,modification_number,modification_number_confidence,modification_number_evidence,contract_ceiling,contract_ceiling_confidence,contract_ceiling_evidence
government_contract_SAIC_FA861222FB004,SAIC,2022-06-10T12:00:00,usaspending_CONT_AWD_FA861222FB004_9700_FA861220D0043_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA861222FB004_9700_FA861220D0043_9700,unknown,Department of Defense,0.9,Department of Defense,FA861222FB004,0.9,FA861222FB004,42505515.18,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,FA861222FB004,0.9,FA861222FB004,DELIVERY ORDER,0.9,DELIVERY ORDER,42505515.18,0.9,source metadata,exact_public_company,0.9,exact_public_company,SAIC,0.9,SAIC,541715,0.9,541715,0.94,0.9,source metadata,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,0.9,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,DIGITAL INFRASTRUCTURE CONSORTIUM FOR ADVANCED BATTLE MANAGEMENT SYSTEM,0.9,DIGITAL INFRASTRUCTURE CONSORTIUM FOR ADVANCED BATTLE MANAGEMENT SYSTEM,2022-06-10,0.9,2022-06-10,prime,0.9,prime,2027-06-05,0.9,2027-06-05,Science Applications International Corporation,0.9,Science Applications International Corporation,Department of the Air Force,0.9,Department of the Air Force,,,,AC13,0.9,AC13,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_SAIC_FA251822F0034,SAIC,2022-06-27T12:00:00,usaspending_CONT_AWD_FA251822F0034_9700_75N98119D00001_7529,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA251822F0034_9700_75N98119D00001_7529,unknown,Department of Defense,0.9,Department of Defense,FA251822F0034,0.9,FA251822F0034,2893647.82,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,FA251822F0034,0.9,FA251822F0034,DELIVERY ORDER,0.9,DELIVERY ORDER,2893647.82,0.9,source metadata,exact_public_company,0.9,exact_public_company,SAIC,0.9,SAIC,541512,0.9,541512,0.94,0.9,source metadata,"APOGEE-SAIC CAPABILITIES INTEGRATOR, LLC",0.9,"APOGEE-SAIC CAPABILITIES INTEGRATOR, LLC",LOADING INTEGRATION ANALYSIS AND TACTICAL SOLUTIONS FOR SATELLITE ENTERPRISE NETWORKS - 2 (LITEN-2),0.9,LOADING INTEGRATION ANALYSIS AND TACTICAL SOLUTIONS FOR SATELLITE ENTERPRISE NETWORKS - 2 (LITEN-2),2022-06-27,0.9,2022-06-27,prime,0.9,prime,2026-06-28,0.9,2026-06-28,Science Applications International Corporation,0.9,Science Applications International Corporation,Department of the Air Force,0.9,Department of the Air Force,,,,R425,0.9,R425,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_SAIC_1305L422FNEEG0053,SAIC,2022-07-01T12:00:00,usaspending_CONT_AWD_1305L422FNEEG0053_1330_1305L419ANAAJ0008_1330,31,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_1305L422FNEEG0053_1330_1305L419ANAAJ0008_1330,unknown,Department of Commerce,0.9,Department of Commerce,,,,44641319.65,0.9,source metadata,BPA CALL,0.9,BPA CALL,1305L422FNEEG0053,0.9,1305L422FNEEG0053,BPA CALL,0.9,BPA CALL,44641319.65,0.9,source metadata,exact_public_company,0.9,exact_public_company,SAIC,0.9,SAIC,541511,0.9,541511,0.94,0.9,source metadata,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,0.9,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,CLOUD UTILITY SERVICES,0.9,CLOUD UTILITY SERVICES,2022-07-01,0.9,2022-07-01,prime,0.9,prime,2025-06-30,0.9,2025-06-30,Science Applications International Corporation,0.9,Science Applications International Corporation,National Oceanic and Atmospheric Administration,0.9,National Oceanic and Atmospheric Administration,,,,DC10,0.9,DC10,new_contract_award,0.76,contract award language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_SAIC_N6600122F3509,SAIC,2022-07-13T12:00:00,usaspending_CONT_AWD_N6600122F3509_9700_N0017819D8470_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N6600122F3509_9700_N0017819D8470_9700,unknown,Department of Defense,0.9,Department of Defense,N6600122F3509,0.9,N6600122F3509,35952885.04,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,N6600122F3509,0.9,N6600122F3509,DELIVERY ORDER,0.9,DELIVERY ORDER,35952885.04,0.9,source metadata,exact_public_company,0.9,exact_public_company,SAIC,0.9,SAIC,541330,0.9,541330,0.94,0.9,source metadata,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,0.9,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,ISEA NEN SEAPORT,0.9,ISEA NEN SEAPORT,2022-07-13,0.9,2022-07-13,prime,0.9,prime,2026-07-12,0.9,2026-07-12,Science Applications International Corporation,0.9,Science Applications International Corporation,Department of the Navy,0.9,Department of the Navy,,,,J059,0.9,J059,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_SAIC_FA807522F0039,SAIC,2022-07-27T12:00:00,usaspending_CONT_AWD_FA807522F0039_9700_FA807518D0007_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA807522F0039_9700_FA807518D0007_9700,unknown,Department of Defense,0.9,Department of Defense,FA807522F0039,0.9,FA807522F0039,72263209.74,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,FA807522F0039,0.9,FA807522F0039,DELIVERY ORDER,0.9,DELIVERY ORDER,72263209.74,0.9,source metadata,exact_public_company,0.9,exact_public_company,SAIC,0.9,SAIC,541715,0.9,541715,0.94,0.9,source metadata,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,0.9,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,"INTELLIGENCE WARFIGHTING FUNCTION RESEARCH, DEVELOPMENT, INTEGRATION, AND ANALYSIS FOR UNITED STATES ARMY FORCES COMMAND",0.9,"INTELLIGENCE WARFIGHTING FUNCTION RESEARCH, DEVELOPMENT, INTEGRATION, AND ANALYSIS FOR UNITED STATES ARMY FORCES COMMAND",2022-07-27,0.9,2022-07-27,prime,0.9,prime,2026-07-28,0.9,2026-07-28,Science Applications International Corporation,0.9,Science Applications International Corporation,Department of the Air Force,0.9,Department of the Air Force,,,,AC32,0.9,AC32,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_SAIC_693KA922F00152,SAIC,2022-07-28T12:00:00,usaspending_CONT_AWD_693KA922F00152_6920_693KA918D00010_6920,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_693KA922F00152_6920_693KA918D00010_6920,unknown,Department of Transportation,0.9,Department of Transportation,693KA922F00152,0.9,693KA922F00152,47347062.64,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,693KA922F00152,0.9,693KA922F00152,DELIVERY ORDER,0.9,DELIVERY ORDER,47347062.64,0.9,source metadata,exact_public_company,0.9,exact_public_company,SAIC,0.9,SAIC,541330,0.9,541330,0.94,0.9,source metadata,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,0.9,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,SURVEILLANCE AND BROADCAST SERVICES (SBS) SUPPORT,0.9,SURVEILLANCE AND BROADCAST SERVICES (SBS) SUPPORT,2022-07-28,0.9,2022-07-28,prime,0.9,prime,2024-01-13,0.9,2024-01-13,Science Applications International Corporation,0.9,Science Applications International Corporation,Federal Aviation Administration,0.9,Federal Aviation Administration,,,,R425,0.9,R425,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_SAIC_6973GH22C00070,SAIC,2022-08-30T12:00:00,usaspending_CONT_AWD_6973GH22C00070_6920_NONE_NONE_,31,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_6973GH22C00070_6920_-NONE-_-NONE-,unknown,Department of Transportation,0.9,Department of Transportation,,,,4446680.01,0.9,source metadata,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,6973GH22C00070,0.9,6973GH22C00070,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,4446680.01,0.9,source metadata,exact_public_company,0.9,exact_public_company,SAIC,0.9,SAIC,541511,0.9,541511,0.94,0.9,source metadata,"MOSAIC ATM, INC.",0.9,"MOSAIC ATM, INC.",A HIGH FIDELITY FLIGHT SCHEDULE MONITOR (FSM)/TRAFFIC SITUATION DISPLAY (TSD) INTERACTIVE SIMULATION PLATFORM  THAT ALLOWS FOR SCENARIO DEVELOPMENT BY INSTRUCTORS.  THE SIMULATION PLATFORM IS TO BE CLOUD-BASED SUCH THAT TRAINEES CAN ACCESS THE SIMU,0.9,A HIGH FIDELITY FLIGHT SCHEDULE MONITOR (FSM)/TRAFFIC SITUATION DISPLAY (TSD) INTERACTIVE SIMULATION PLATFORM THAT ALLOWS FOR SCENARIO DEVELOPMENT BY INSTRUCTORS. THE SIMULATION PLATFORM IS TO BE CLOUD-BASED SUCH THAT TRAINEES CAN ACCESS THE SIMU,2022-08-30,0.9,2022-08-30,prime,0.9,prime,2026-02-28,0.9,2026-02-28,Science Applications International Corporation,0.9,Science Applications International Corporation,Federal Aviation Administration,0.9,Federal Aviation Administration,,,,H270,0.9,H270,new_contract_award,0.76,contract award language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_SAIC_W9126022FD508,SAIC,2022-09-04T12:00:00,usaspending_CONT_AWD_W9126022FD508_9700_W9113M17D0007_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W9126022FD508_9700_W9113M17D0007_9700,unknown,Department of Defense,0.9,Department of Defense,W9126022FD508,0.9,W9126022FD508,181823304.0,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W9126022FD508,0.9,W9126022FD508,DELIVERY ORDER,0.9,DELIVERY ORDER,181823304.0,0.9,source metadata,exact_public_company,0.9,exact_public_company,SAIC,0.9,SAIC,541712,0.9,541712,0.94,0.9,source metadata,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,0.9,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,"THIS EFFORT WILL PROVIDE SYSTEM UTILITY ANALYSIS AND COMBAT DEVELOPMENT TO UNITED STATES ARMY SPACE AND MISSILE DEFENSE COMMAND IN THE AREAS OF SPACE, SPACE CONTROL, HIGH ALTITUDE, AIR AND MISSILE DEFENSE AND ASSOCIATED CYBERSPACE OPERATIONS",0.9,"THIS EFFORT WILL PROVIDE SYSTEM UTILITY ANALYSIS AND COMBAT DEVELOPMENT TO UNITED STATES ARMY SPACE AND MISSILE DEFENSE COMMAND IN THE AREAS OF SPACE, SPACE CONTROL, HIGH ALTITUDE, AIR AND MISSILE DEFENSE AND ASSOCIATED CYBERSPACE OPERATIONS",2022-09-04,0.9,2022-09-04,prime,0.9,prime,2026-09-03,0.9,2026-09-03,Science Applications International Corporation,0.9,Science Applications International Corporation,Department of the Army,0.9,Department of the Army,,,,AC13,0.9,AC13,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_SAIC_70T04022F7672N023,SAIC,2022-09-21T12:00:00,usaspending_CONT_AWD_70T04022F7672N023_7013_70T04022A7672N001_7013,31,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_70T04022F7672N023_7013_70T04022A7672N001_7013,unknown,Department of Homeland Security,0.9,Department of Homeland Security,,,,57492566.27,0.9,source metadata,BPA CALL,0.9,BPA CALL,70T04022F7672N023,0.9,70T04022F7672N023,BPA CALL,0.9,BPA CALL,57492566.27,0.9,source metadata,exact_public_company,0.9,exact_public_company,SAIC,0.9,SAIC,541611,0.9,541611,0.94,0.9,source metadata,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,0.9,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,OPERATIONAL TEST AND EVALUATION SUPPORT SERVICES (OTSS) FOR TEST AND EVALUATION DIVISION (TED),0.9,OPERATIONAL TEST AND EVALUATION SUPPORT SERVICES (OTSS) FOR TEST AND EVALUATION DIVISION (TED),2022-09-21,0.9,2022-09-21,prime,0.9,prime,2026-09-20,0.9,2026-09-20,Science Applications International Corporation,0.9,Science Applications International Corporation,Transportation Security Administration,0.9,Transportation Security Administration,,,,R425,0.9,R425,new_contract_award,0.76,contract award language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_SAIC_W9126022FD509,SAIC,2022-09-30T12:00:00,usaspending_CONT_AWD_W9126022FD509_9700_W9113M17D0007_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W9126022FD509_9700_W9113M17D0007_9700,unknown,Department of Defense,0.9,Department of Defense,W9126022FD509,0.9,W9126022FD509,47175722.6,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W9126022FD509,0.9,W9126022FD509,DELIVERY ORDER,0.9,DELIVERY ORDER,47175722.6,0.9,source metadata,exact_public_company,0.9,exact_public_company,SAIC,0.9,SAIC,541712,0.9,541712,0.94,0.9,source metadata,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,0.9,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,"MJOLNIR PROVIDES TRAINING SUPPORT, TECHNICAL ASSISTANCE, AND BUILD SOLUTIONS FOR US ARMY MISSION COMMAND INFORMATION SYSTEMS AT 1ST ARMY MFGIS, & HOME STATION REQUIRED BY THE MOBILIZATIONS, TRAINING MISSIONS, AND LARGE SCALE MOBILIZATION OPERATIONS.",0.9,"MJOLNIR PROVIDES TRAINING SUPPORT, TECHNICAL ASSISTANCE, AND BUILD SOLUTIONS FOR US ARMY MISSION COMMAND INFORMATION SYSTEMS AT 1ST ARMY MFGIS, & HOME STATION REQUIRED BY THE MOBILIZATIONS, TRAINING MISSIONS, AND LARGE SCALE MOBILIZATION OPERATIONS.",2022-09-30,0.9,2022-09-30,prime,0.9,prime,2026-04-14,0.9,2026-04-14,Science Applications International Corporation,0.9,Science Applications International Corporation,Department of the Army,0.9,Department of the Army,,,,AC13,0.9,AC13,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_SAIC_80GSFC22CA049,SAIC,2022-10-01T12:00:00,usaspending_CONT_AWD_80GSFC22CA049_8000_NONE_NONE_,31,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_80GSFC22CA049_8000_-NONE-_-NONE-,unknown,National Aeronautics and Space Administration,0.9,National Aeronautics and Space Administration,,,,106478130.7,0.9,source metadata,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,80GSFC22CA049,0.9,80GSFC22CA049,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,106478130.7,0.9,source metadata,exact_public_company,0.9,exact_public_company,SAIC,0.9,SAIC,541330,0.9,541330,0.94,0.9,source metadata,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,0.9,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,"SYSTEMS AND SOFTWARE ASSURANCE SERVICES 2 (SAS2) THE PRINCIPLE PURPOSE OF THIS CONTRACT IS TO ACQUIRE SYSTEMS AND SOFTWARE ASSURANCE SERVICES, INCLUDING IV&V AND SAFETY AND MISSION ASSURANCE ANALYSIS ON SELECTED SYSTEMS AND SOFTWARE BEING DEVELOPED",0.9,"SYSTEMS AND SOFTWARE ASSURANCE SERVICES 2 (SAS2) THE PRINCIPLE PURPOSE OF THIS CONTRACT IS TO ACQUIRE SYSTEMS AND SOFTWARE ASSURANCE SERVICES, INCLUDING IV&V AND SAFETY AND MISSION ASSURANCE ANALYSIS ON SELECTED SYSTEMS AND SOFTWARE BEING DEVELOPED",2022-10-01,0.9,2022-10-01,prime,0.9,prime,2027-09-30,0.9,2027-09-30,Science Applications International Corporation,0.9,Science Applications International Corporation,National Aeronautics and Space Administration,0.9,National Aeronautics and Space Administration,,,,R425,0.9,R425,new_contract_award,0.76,contract award language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_SAIC_FA861223FB001,SAIC,2022-10-06T12:00:00,usaspending_CONT_AWD_FA861223FB001_9700_FA861220D0043_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA861223FB001_9700_FA861220D0043_9700,unknown,Department of Defense,0.9,Department of Defense,FA861223FB001,0.9,FA861223FB001,132780636.36,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,FA861223FB001,0.9,FA861223FB001,DELIVERY ORDER,0.9,DELIVERY ORDER,132780636.36,0.9,source metadata,exact_public_company,0.9,exact_public_company,SAIC,0.9,SAIC,541715,0.9,541715,0.94,0.9,source metadata,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,0.9,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,ABMS CBC2 SW INTEGRATOR,0.9,ABMS CBC2 SW INTEGRATOR,2022-10-06,0.9,2022-10-06,prime,0.9,prime,2027-03-01,0.9,2027-03-01,Science Applications International Corporation,0.9,Science Applications International Corporation,Department of the Air Force,0.9,Department of the Air Force,,,,AC13,0.9,AC13,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_SAIC_80NSSC23F0660,SAIC,2022-10-14T12:00:00,usaspending_CONT_AWD_80NSSC23F0660_8000_NNX16MB01C_8000,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_80NSSC23F0660_8000_NNX16MB01C_8000,unknown,National Aeronautics and Space Administration,0.9,National Aeronautics and Space Administration,80NSSC23F0660,0.9,80NSSC23F0660,48090336.63,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,80NSSC23F0660,0.9,80NSSC23F0660,DELIVERY ORDER,0.9,DELIVERY ORDER,48090336.63,0.9,source metadata,exact_public_company,0.9,exact_public_company,SAIC,0.9,SAIC,541512,0.9,541512,0.94,0.9,source metadata,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,0.9,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,"PROVIDE DEVELOPMENT, OPERATIONAL AND MAINTENANCE SUPPORT TO THE FOLLOWING WEBSITE(S) AND/OR APPLICATION(S): NASA STEM GATEWAY (ON THE SALESFORCE PLATFORM) - EAST 2 TASK ORDER 22 COST PLUS FIXED FEE TASK ORDER",0.9,"PROVIDE DEVELOPMENT, OPERATIONAL AND MAINTENANCE SUPPORT TO THE FOLLOWING WEBSITE(S) AND/OR APPLICATION(S): NASA STEM GATEWAY (ON THE SALESFORCE PLATFORM) - EAST 2 TASK ORDER 22 COST PLUS FIXED FEE TASK ORDER",2022-10-14,0.9,2022-10-14,prime,0.9,prime,2024-10-31,0.9,2024-10-31,Science Applications International Corporation,0.9,Science Applications International Corporation,National Aeronautics and Space Administration,0.9,National Aeronautics and Space Administration,,,,DA01,0.9,DA01,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_SAIC_N6523623F3001,SAIC,2022-10-27T12:00:00,usaspending_CONT_AWD_N6523623F3001_9700_N0017819D8470_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N6523623F3001_9700_N0017819D8470_9700,unknown,Department of Defense,0.9,Department of Defense,N6523623F3001,0.9,N6523623F3001,36840736.4,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,N6523623F3001,0.9,N6523623F3001,DELIVERY ORDER,0.9,DELIVERY ORDER,36840736.4,0.9,source metadata,exact_public_company,0.9,exact_public_company,SAIC,0.9,SAIC,541330,0.9,541330,0.94,0.9,source metadata,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,0.9,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,SHORT TITLE:  COMMAND AND CONTROL SITUATIONAL AWARENESS (C2SA) LIFECYCLE SYSTEMS SUPPORT.,0.9,SHORT TITLE: COMMAND AND CONTROL SITUATIONAL AWARENESS (C2SA) LIFECYCLE SYSTEMS SUPPORT.,2022-10-27,0.9,2022-10-27,prime,0.9,prime,2026-07-26,0.9,2026-07-26,Science Applications International Corporation,0.9,Science Applications International Corporation,Department of the Navy,0.9,Department of the Navy,,,,R425,0.9,R425,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
