event_id,audit_bucket,source_doc_ids,source_type,source_url,event_time,release_session,recipient_name,parsed_ticker,reviewed_mapped_ticker,parsed_mapping_type,reviewed_mapping_type,parsed_recipient_mapping_confidence,reviewed_recipient_mapping_confidence,recipient_mapping_correct_flag,mapping_model_eligible_flag,parsed_government_contract_event_type,reviewed_government_contract_event_type,event_type_correct_flag,parsed_award_amount,reviewed_award_amount,parsed_obligated_amount,reviewed_obligated_amount,parsed_contract_ceiling,reviewed_contract_ceiling,amount_correct_flag,parsed_actual_funded_award_flag,reviewed_actual_funded_award_flag,parsed_ceiling_only_flag,reviewed_ceiling_only_flag,parsed_modification_flag,reviewed_modification_flag,parsed_option_exercise_flag,reviewed_option_exercise_flag,funded_vs_ceiling_correct_flag,timestamp_suitable_flag,public_awareness_evidence_status,model_eligible_after_audit,review_status,drop_reason,audit_notes
government_contract_RTX_80JSC022DA023,idiq_ceiling,usaspending_CONT_IDV_80JSC022DA023_8000,usaspending_api,https://www.usaspending.gov/award/CONT_IDV_80JSC022DA023_8000,2022-05-31T12:00:00,unknown,"HAMILTON SUNDSTRAND SPACE SYSTEMS INTERNATIONAL, INC.",RTX,RTX,known_subsidiary,known_subsidiary,0.86,0.86,True,True,idiq_vehicle_award,idiq_vehicle_award,True,37270654.0,37270654.0,,,37270654.0,37270654.0,True,False,False,True,True,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_LUNR_80JSC024DA020,idiq_ceiling,usaspending_CONT_IDV_80JSC024DA020_8000,usaspending_api,https://www.usaspending.gov/award/CONT_IDV_80JSC024DA020_8000,2024-03-28T12:00:00,unknown,"INTUITIVE MACHINES, LLC",LUNR,LUNR,exact_public_company,exact_public_company,0.94,0.94,True,True,idiq_vehicle_award,idiq_vehicle_award,True,30000000.0,30000000.0,,,30000000.0,30000000.0,True,False,False,True,True,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_BAH_80ARC024DA001,idiq_ceiling,usaspending_CONT_IDV_80ARC024DA001_8000,usaspending_api,https://www.usaspending.gov/award/CONT_IDV_80ARC024DA001_8000,2024-02-09T12:00:00,unknown,BOOZ ALLEN HAMILTON INC,BAH,BAH,exact_public_company,exact_public_company,0.95,0.95,True,True,idiq_vehicle_award,idiq_vehicle_award,True,16071880.73,16071880.73,,,16071880.73,16071880.73,True,False,False,True,True,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_GD_68HERH21D0014,idiq_ceiling,usaspending_CONT_IDV_68HERH21D0014_6800,usaspending_api,https://www.usaspending.gov/award/CONT_IDV_68HERH21D0014_6800,2021-11-01T12:00:00,unknown,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",GD,GD,exact_public_company,exact_public_company,0.95,0.95,True,True,idiq_vehicle_award,idiq_vehicle_award,True,1900000.0,1900000.0,,,1900000.0,1900000.0,True,False,False,True,True,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_GD_140D0424D0001,idiq_ceiling,usaspending_CONT_IDV_140D0424D0001_1406,usaspending_api,https://www.usaspending.gov/award/CONT_IDV_140D0424D0001_1406,2023-11-08T12:00:00,unknown,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",GD,GD,exact_public_company,exact_public_company,0.95,0.95,True,True,idiq_vehicle_award,idiq_vehicle_award,True,1000000.0,1000000.0,,,1000000.0,1000000.0,True,False,False,True,True,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_AVAV_N6833524F0020,sbir_sttr_ota,usaspending_CONT_AWD_N6833524F0020_9700_N6833519G0059_9700,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N6833524F0020_9700_N6833519G0059_9700,2023-11-27T12:00:00,unknown,"AEROVIRONMENT, INC",AVAV,AVAV,exact_public_company,exact_public_company,0.95,0.95,True,True,sbir_award,sbir_award,True,16098922.0,16098922.0,16098922.0,16098922.0,,,True,True,True,False,False,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_AVAV_N6833523F0252,sbir_sttr_ota,usaspending_CONT_AWD_N6833523F0252_9700_N6833519G0059_9700,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N6833523F0252_9700_N6833519G0059_9700,2023-09-30T12:00:00,unknown,"AEROVIRONMENT, INC",AVAV,AVAV,exact_public_company,exact_public_company,0.95,0.95,True,True,sbir_award,sbir_award,True,5566087.49,5566087.49,5566087.49,5566087.49,,,True,True,True,False,False,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_AVAV_N6833524F0079,sbir_sttr_ota,usaspending_CONT_AWD_N6833524F0079_9700_N6833519G0059_9700,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N6833524F0079_9700_N6833519G0059_9700,2024-06-12T12:00:00,unknown,"AEROVIRONMENT, INC",AVAV,AVAV,exact_public_company,exact_public_company,0.95,0.95,True,True,sbir_award,sbir_award,True,5548479.0,5548479.0,5548479.0,5548479.0,,,True,True,True,False,False,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_AVAV_N6833526F0005,sbir_sttr_ota,usaspending_CONT_AWD_N6833526F0005_9700_N6833524G0056_9700,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N6833526F0005_9700_N6833524G0056_9700,2026-02-03T12:00:00,unknown,"AEROVIRONMENT, INC",AVAV,AVAV,exact_public_company,exact_public_company,0.95,0.95,True,True,sbir_award,sbir_award,True,2812074.0,2812074.0,2812074.0,2812074.0,,,True,True,True,False,False,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_BKSY_FA254125CB025,sbir_sttr_ota,usaspending_CONT_AWD_FA254125CB025_9700_NONE_NONE_,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA254125CB025_9700_-NONE-_-NONE-,2025-01-15T12:00:00,unknown,"BLACKSKY GEOSPATIAL SOLUTIONS, LLC",BKSY,BKSY,exact_public_company,exact_public_company,0.94,0.94,True,True,sbir_award,sbir_award,True,1799995.68,1799995.68,1799995.68,1799995.68,,,True,True,True,False,False,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_RTX_HQ085124C0001,materiality_backfill,usaspending_CONT_AWD_HQ085124C0001_9700_NONE_NONE_,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_HQ085124C0001_9700_-NONE-_-NONE-,2024-07-25T12:00:00,unknown,RAYTHEON COMPANY,RTX,RTX,known_subsidiary,known_subsidiary,0.92,0.92,True,True,new_contract_award,new_contract_award,True,2361971005.15,2361971005.15,2361971005.15,2361971005.15,,,True,True,True,False,False,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_BA_W58RGZ26C0002,materiality_backfill,usaspending_CONT_AWD_W58RGZ26C0002_9700_NONE_NONE_,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W58RGZ26C0002_9700_-NONE-_-NONE-,2025-11-25T12:00:00,unknown,THE BOEING COMPANY,BA,BA,exact_public_company,exact_public_company,0.94,0.94,True,True,new_contract_award,new_contract_award,True,2295831204.0,2295831204.0,2295831204.0,2295831204.0,,,True,True,True,False,False,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_LMT_W31P4Q23C0005,materiality_backfill,usaspending_CONT_AWD_W31P4Q23C0005_9700_NONE_NONE_,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W31P4Q23C0005_9700_-NONE-_-NONE-,2023-03-30T12:00:00,unknown,LOCKHEED MARTIN CORPORATION,LMT,LMT,exact_public_company,exact_public_company,0.96,0.96,True,True,new_contract_award,new_contract_award,True,2213842633.09,2213842633.09,2213842633.09,2213842633.09,,,True,True,True,False,False,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_RTX_FA865925CB003,materiality_backfill,usaspending_CONT_AWD_FA865925CB003_9700_NONE_NONE_,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA865925CB003_9700_-NONE-_-NONE-,2025-07-31T12:00:00,unknown,RAYTHEON COMPANY,RTX,RTX,known_subsidiary,known_subsidiary,0.92,0.92,True,True,new_contract_award,new_contract_award,True,2196620340.3,2196620340.3,2196620340.3,2196620340.3,,,True,True,True,False,False,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_RTX_FA867521C0034,materiality_backfill,usaspending_CONT_AWD_FA867521C0034_9700_NONE_NONE_,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA867521C0034_9700_-NONE-_-NONE-,2021-03-26T12:00:00,unknown,RAYTHEON COMPANY,RTX,RTX,known_subsidiary,known_subsidiary,0.92,0.92,True,True,new_contract_award,new_contract_award,True,2177484015.51,2177484015.51,2177484015.51,2177484015.51,,,True,True,True,False,False,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_BA_FA873023C0025,materiality_backfill,usaspending_CONT_AWD_FA873023C0025_9700_NONE_NONE_,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA873023C0025_9700_-NONE-_-NONE-,2023-02-28T12:00:00,unknown,THE BOEING COMPANY,BA,BA,exact_public_company,exact_public_company,0.94,0.94,True,True,new_contract_award,new_contract_award,True,2093176924.88,2093176924.88,2093176924.88,2093176924.88,,,True,True,True,False,False,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_RTX_N0001924C0032,materiality_backfill,usaspending_CONT_AWD_N0001924C0032_9700_NONE_NONE_,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0001924C0032_9700_-NONE-_-NONE-,2024-09-27T12:00:00,unknown,RAYTHEON COMPANY,RTX,RTX,known_subsidiary,known_subsidiary,0.92,0.92,True,True,new_contract_award,new_contract_award,True,2037514988.0,2037514988.0,2037514988.0,2037514988.0,,,True,True,True,False,False,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_LMT_N0003022C1025,materiality_backfill,usaspending_CONT_AWD_N0003022C1025_9700_NONE_NONE_,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0003022C1025_9700_-NONE-_-NONE-,2021-11-10T12:00:00,unknown,LOCKHEED MARTIN CORP,LMT,LMT,exact_public_company,exact_public_company,0.96,0.96,True,True,new_contract_award,new_contract_award,True,1977898246.63,1977898246.63,1977898246.63,1977898246.63,,,True,True,True,False,False,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_LMT_N0003024C0100,materiality_backfill,usaspending_CONT_AWD_N0003024C0100_9700_NONE_NONE_,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0003024C0100_9700_-NONE-_-NONE-,2024-09-12T12:00:00,unknown,LOCKHEED MARTIN CORPORATION,LMT,LMT,exact_public_company,exact_public_company,0.96,0.96,True,True,new_contract_award,new_contract_award,True,1913367053.0,1913367053.0,1913367053.0,1913367053.0,,,True,True,True,False,False,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_RTX_W31P4Q24C0024,materiality_backfill,usaspending_CONT_AWD_W31P4Q24C0024_9700_NONE_NONE_,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W31P4Q24C0024_9700_-NONE-_-NONE-,2024-07-31T12:00:00,unknown,RAYTHEON COMPANY,RTX,RTX,known_subsidiary,known_subsidiary,0.92,0.92,True,True,new_contract_award,new_contract_award,True,1907526208.0,1907526208.0,1907526208.0,1907526208.0,,,True,True,True,False,False,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
government_contract_HII_N0002424C2473,materiality_backfill,usaspending_CONT_AWD_N0002424C2473_9700_NONE_NONE_,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0002424C2473_9700_-NONE-_-NONE-,2024-09-20T12:00:00,unknown,HUNTINGTON INGALLS INCORPORATED,HII,HII,exact_public_company,exact_public_company,0.95,0.95,True,True,new_contract_award,new_contract_award,True,1747000000.0,1747000000.0,1747000000.0,1747000000.0,,,True,True,True,False,False,False,False,False,False,True,False,usaspending_record_only_not_market_timestamp,False,rejected,timestamp_public_awareness_insufficient,Reviewed against structured official source fields and recipient map. USAspending-only rows are not market-public timestamps.
