event_id,ticker,recipient_name,award_id,contract_number,award_date,announcement_time,announcement_source_type,announcement_source_url,announcement_title,announcement_text_excerpt,source_confidence,link_confidence,link_notes,announcement_source_type_normalized,public_announcement_time,public_announcement_release_session,public_awareness_event_key,duplicate_group_id,duplicate_status,valid_public_announcement_link_flag,model_eligible_public_announcement_flag,validation_status,validation_notes,event_time,source_type,source_url,award_amount,obligated_amount,award_amount_pct_market_cap,obligated_amount_pct_market_cap,company_size_bucket,small_cap_flag,public_announcement_priority_score,public_announcement_priority_reason,public_announcement_link_status
government_contract_CACI_47QFMA24F0014,CACI,"CACI, INC. - FEDERAL",,47QFMA24F0014,2024-03-01,,,,,,,,,,,,,,,False,False,usaspending_only_negative_control,USAspending-only record cannot establish market-public event_time.,2024-03-01T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_47QFMA24F0014_4732_47QTCK18D0009_4732,472660412.34,472660412.34,0.0573669209376444,0.0573669209376444,mid_cap,False,19.73669209376444,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_BAH_47QFCA22F0047,BAH,BOOZ ALLEN HAMILTON INC,,47QFCA22F0047,2022-09-06,,,,,,,,,,,,,,,False,False,usaspending_only_negative_control,USAspending-only record cannot establish market-public event_time.,2022-09-06T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_47QFCA22F0047_4732_GS00Q14OADU108_4732,1126940951.27,1126940951.27,0.0951210436449593,0.0951210436449593,large_cap,False,19.51210436449593,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_SAIC_47QFPA22F0028,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,,47QFPA22F0028,2022-05-16,,,,,,,,,,,,,,,False,False,usaspending_only_negative_control,USAspending-only record cannot establish market-public event_time.,2022-05-16T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_47QFPA22F0028_4732_GS00Q14OADU616_4732,236940627.48,236940627.48,0.0532243622565114,0.0532243622565114,mid_cap,False,19.32243622565114,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_CACI_47QFCA21F0019,CACI,"CACI, INC. - FEDERAL",,47QFCA21F0019,2021-02-01,,,,,,,,,,,,,,,False,False,usaspending_only_negative_control,USAspending-only record cannot establish market-public event_time.,2021-02-01T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_47QFCA21F0019_4732_47QTCK18D0009_4732,283699517.0,283699517.0,0.0469849382342769,0.0469849382342769,mid_cap,False,18.69849382342769,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_AVAV_W91CRB25F0094,AVAV,"AEROVIRONMENT, INC",,W91CRB25F0094,2025-01-18,,,,,,,,,,,,,,,False,False,usaspending_only_negative_control,USAspending-only record cannot establish market-public event_time.,2025-01-18T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W91CRB25F0094_9700_W91CRB24D0011_9700,218119135.12,218119135.12,0.0458310034775119,0.0458310034775119,mid_cap,False,18.58310034775119,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_CACI_FA875023F0080,CACI,"CACI, INC. - FEDERAL",,FA875023F0080,2023-08-17,,,,,,,,,,,,,,,False,False,usaspending_only_negative_control,USAspending-only record cannot establish market-public event_time.,2023-08-17T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA875023F0080_9700_GS00Q14OADU309_4732,317322053.68,317322053.68,0.042452048558017,0.042452048558017,mid_cap,False,18.2452048558017,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_LUNR_80GSFC24CA018,LUNR,"INTUITIVE MACHINES, LLC",,80GSFC24CA018,2024-10-01,,,,,,,,,,,,,,,False,False,usaspending_only_negative_control,USAspending-only record cannot establish market-public event_time.,2024-10-01T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_80GSFC24CA018_8000_-NONE-_-NONE-,27000000.0,27000000.0,0.0423737943383549,0.0423737943383549,small_cap,True,18.23737943383549,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_LDOS_28321322FDS030130,LDOS,"LEIDOS, INC.",,28321322FDS030130,2022-06-30,,,,,,,,,,,,,,,False,False,usaspending_only_negative_control,USAspending-only record cannot establish market-public event_time.,2022-06-30T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_28321322FDS030130_2800_SS001760016_2800,1063049268.31,1063049268.31,0.0808792826957092,0.0808792826957092,large_cap,False,18.08792826957092,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_LDOS_47QFCA21C0002,LDOS,"LEIDOS, INC.",,47QFCA21C0002,2021-02-01,,,,,,,,,,,,,,,False,False,usaspending_only_negative_control,USAspending-only record cannot establish market-public event_time.,2021-02-01T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_47QFCA21C0002_4732_-NONE-_-NONE-,1119116276.36,1119116276.36,0.0800891909010661,0.0800891909010661,large_cap,False,18.00891909010661,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_CACI_70RTAC21FC0000006,CACI,"CACI NSS, LLC",,70RTAC21FC0000006,2021-03-02,,,,,,,,,,,,,,,False,False,usaspending_only_negative_control,USAspending-only record cannot establish market-public event_time.,2021-03-02T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_70RTAC21FC0000006_7001_70RTAC20A00000003_7001,215344712.62,215344712.62,0.0390217389759709,0.0390217389759709,mid_cap,False,17.90217389759709,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_CACI_HDTRA123F0020,CACI,"CACI NSS, LLC",,HDTRA123F0020,2023-06-30,,,,,,,,,,,,,,,False,False,usaspending_only_negative_control,USAspending-only record cannot establish market-public event_time.,2023-06-30T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_HDTRA123F0020_9700_GS00Q14OADU121_4732,302522445.09,302522445.09,0.0389407593578459,0.0389407593578459,mid_cap,False,17.894075935784592,high_materiality_or_priority_ticker,needs_public_announcement_link
government_contract_SAIC_W9126022FD508,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,,W9126022FD508,2022-09-04,,,,,,,,,,,,,,,False,False,usaspending_only_negative_control,USAspending-only record cannot establish market-public event_time.,2022-09-04T12:00:00,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W9126022FD508_9700_W9113M17D0007_9700,181823304.0,181823304.0,0.0377293948255986,0.0377293948255986,mid_cap,False,17.77293948255986,high_materiality_or_priority_ticker,needs_public_announcement_link
