ticker,asof_date,filed_at,shares_outstanding_before_event,source_type,source_url,accession_number,form,confidence,notes
ALKS,2011-11-01,2011-11-03,129585141.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000095012311094672,0000950123-11-094672,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2012-01-30,2012-02-02,129736507.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000110465912006024,0001104659-12-006024,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2012-05-11,2012-05-18,130241192.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000104746912006168,0001047469-12-006168,10-K,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2012-07-20,2012-07-26,130858842.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000110465912051194,0001104659-12-051194,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2012-10-26,2012-11-01,131930050.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000110465912072948,0001104659-12-072948,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2013-01-28,2013-01-31,133167011.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000110465913006197,0001104659-13-006197,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2013-05-08,2013-05-23,134380999.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000104746913006422,0001047469-13-006422,10-K,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2013-07-22,2013-07-25,135692171.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000110465913056444,0001104659-13-056444,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2013-10-28,2013-10-31,136762382.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000110465913079467,0001104659-13-079467,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2014-02-13,2014-02-27,144185293.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000104746914001422,0001047469-14-001422,10-KT,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2014-04-24,2014-04-30,144515176.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000110465914032259,0001104659-14-032259,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2014-07-25,2014-07-31,145827889.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000110465914055220,0001104659-14-055220,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2014-10-24,2014-10-29,146231502.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000110465914074605,0001104659-14-074605,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2015-02-12,2015-02-24,148072506.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000104746915001083,0001047469-15-001083,10-K,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2015-04-24,2015-04-30,148630697.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000155837015000610,0001558370-15-000610,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2015-07-27,2015-07-30,149398549.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000155837015001259,0001558370-15-001259,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2015-10-26,2015-10-29,150058055.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000155837015002011,0001558370-15-002011,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2016-02-12,2016-02-25,150741617.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000155837016003498,0001558370-16-003498,10-K,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2016-04-22,2016-04-28,151165398.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000155837016004922,0001558370-16-004922,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2016-07-22,2016-07-28,151556703.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000155837016006860,0001558370-16-006860,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2016-10-24,2016-11-02,151970482.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000155837016009014,0001558370-16-009014,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2017-02-03,2017-02-17,152547458.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000152026217000007,0001520262-17-000007,10-K,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2017-04-24,2017-04-27,153190501.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000152026217000020,0001520262-17-000020,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
ALKS,2017-07-21,2017-07-27,153656837.0,sec_companyfacts_dei,https://www.sec.gov/Archives/edgar/data/1520262/000152026217000039,0001520262-17-000039,10-Q,0.82,SEC companyfacts DEI EntityCommonStockSharesOutstanding; join uses latest filed_at <= event_time.
